seed,n,patch,coupling,severity,scope,scope_size,solver,solution,cost,gap,evals,runtime_s,p_opt,depth,shots,amp_ops,boundary_ratio,noise_lambda,scope_recall
8,16,4,1.65,0.65,full,16,deployed,6872,7.88189226032844,0.0,0,0.0,,0,0,0,0.2066138733651994,0.0,1.0
8,16,4,1.65,0.65,full,16,exact enumeration,6872,7.88189226032844,0.0,65536,0.0,,0,0,68719476736,0.2066138733651994,0.0,1.0
8,16,4,1.65,0.65,full,16,MILP,6872,7.88189226032844,0.0,0,0.012988958042114973,,0,0,0,0.2066138733651994,0.0,1.0
8,16,4,1.65,0.65,full,16,annealing,6872,7.88189226032844,0.0,89,8.19170381873846e-05,,0,0,93323264,0.2066138733651994,0.0,1.0
8,16,4,1.65,0.65,full,16,QAOA,51880,8.72798556360941,0.09526047811456818,89,0.22464433300774544,0.0005858167932860538,1,256,93323264,0.2066138733651994,0.0,1.0
8,16,4,1.65,0.65,true,4,exact LNS,6872,7.88189226032844,0.0,16,1.374981366097927e-06,,0,0,1024,0.2066138733651994,0.0,1.0
8,16,4,1.65,0.65,true,4,annealing,6872,7.88189226032844,0.0,89,8.249992970377207e-05,,0,0,5696,0.2066138733651994,0.0,1.0
8,16,4,1.65,0.65,true,4,QAOA,6872,7.88189226032844,0.0,89,0.0016637089429423213,0.3550583964081299,1,256,5696,0.2066138733651994,0.0,1.0
8,16,4,1.65,0.65,inferred,4,exact LNS,6872,7.88189226032844,0.0,16,9.579816833138466e-07,,0,0,1024,0.2066138733651994,0.0,1.0
8,16,4,1.65,0.65,inferred,4,annealing,6872,7.88189226032844,0.0,89,7.24999699741602e-05,,0,0,5696,0.2066138733651994,0.0,1.0
8,16,4,1.65,0.65,inferred,4,QAOA,6872,7.88189226032844,0.0,89,0.001624083030037582,0.3550583964081299,1,256,5696,0.2066138733651994,0.0,1.0
8,16,4,1.65,0.65,wrong,4,exact LNS,6872,7.88189226032844,0.0,16,8.749775588512421e-07,,0,0,1024,0.2066138733651994,0.0,0.5
8,16,4,1.65,0.65,wrong,4,annealing,6872,7.88189226032844,0.0,89,7.162499241530895e-05,,0,0,5696,0.2066138733651994,0.0,0.5
8,16,4,1.65,0.65,wrong,4,QAOA,6872,7.88189226032844,0.0,89,0.0016673329519107938,0.3877694792405876,1,256,5696,0.2066138733651994,0.0,0.5
8,16,4,1.65,0.65,inferred-sensitivity,4,QAOA,6872,7.88189226032844,0.0,89,0.001685208990238607,0.3550583964081299,1,64,5696,0.2066138733651994,0.0,1.0
8,16,4,1.65,0.65,inferred-sensitivity,4,QAOA,6872,7.88189226032844,0.0,89,0.0026521249674260616,0.3617539579713905,2,64,5696,0.2066138733651994,0.0,1.0
8,16,4,1.65,0.65,inferred-sensitivity,4,QAOA,6872,7.88189226032844,0.0,89,0.0026415829779580235,0.3617539579713905,2,256,5696,0.2066138733651994,0.0,1.0
8,16,4,1.65,0.65,inferred-sensitivity,4,QAOA,6872,7.88189226032844,0.0,89,0.0027465419843792915,0.3617539579713905,2,1024,5696,0.2066138733651994,0.0,1.0
8,16,4,1.65,0.65,inferred-noise,4,QAOA,6872,7.88189226032844,0.0,89,0.0016262499848380685,0.3258025567673169,1,256,5696,0.2066138733651994,0.1,1.0
8,16,4,1.65,0.65,inferred-noise,4,QAOA,6872,7.88189226032844,0.0,89,0.001666500000283122,0.2819187973060974,1,256,5696,0.2066138733651994,0.25,1.0
8,16,4,1.65,0.65,inferred-noise,4,QAOA,6872,7.88189226032844,0.0,89,0.0016528329579159617,0.20877919820406496,1,256,5696,0.2066138733651994,0.5,1.0
9,16,4,1.65,0.65,full,16,deployed,24364,6.406672271367565,0.2018010263533616,0,0.0,,0,0,0,0.3288242250886208,0.0,1.0
9,16,4,1.65,0.65,full,16,exact enumeration,16288,5.162977155912168,0.0,65536,0.0,,0,0,68719476736,0.3288242250886208,0.0,1.0
9,16,4,1.65,0.65,full,16,MILP,16288,5.162977155912168,0.0,0,0.013684458914212883,,0,0,0,0.3288242250886208,0.0,1.0
9,16,4,1.65,0.65,full,16,annealing,16288,5.162977155912168,0.0,89,8.825003169476986e-05,,0,0,93323264,0.3288242250886208,0.0,1.0
9,16,4,1.65,0.65,full,16,QAOA,35065,6.393895996404954,0.19972795766603813,89,0.23034270794596523,0.0008230735152096215,1,256,93323264,0.3288242250886208,0.0,1.0
9,16,4,1.65,0.65,true,4,exact LNS,24364,6.406672271367565,0.2018010263533616,16,1.6249250620603561e-06,,0,0,1024,0.3288242250886208,0.0,1.0
9,16,4,1.65,0.65,true,4,annealing,24364,6.406672271367565,0.2018010263533616,89,7.808406371623278e-05,,0,0,5696,0.3288242250886208,0.0,1.0
9,16,4,1.65,0.65,true,4,QAOA,24364,6.406672271367565,0.2018010263533616,89,0.0017132079228758812,0.309644216788291,1,256,5696,0.3288242250886208,0.0,1.0
9,16,4,1.65,0.65,inferred,4,exact LNS,24364,6.406672271367565,0.2018010263533616,16,1.5420373529195786e-06,,0,0,1024,0.3288242250886208,0.0,1.0
9,16,4,1.65,0.65,inferred,4,annealing,24364,6.406672271367565,0.2018010263533616,89,8.212495595216751e-05,,0,0,5696,0.3288242250886208,0.0,1.0
9,16,4,1.65,0.65,inferred,4,QAOA,24364,6.406672271367565,0.2018010263533616,89,0.0016624580603092909,0.309644216788291,1,256,5696,0.3288242250886208,0.0,1.0
9,16,4,1.65,0.65,wrong,4,exact LNS,24364,6.406672271367565,0.2018010263533616,16,9.160721674561501e-07,,0,0,1024,0.3288242250886208,0.0,0.5
9,16,4,1.65,0.65,wrong,4,annealing,24364,6.406672271367565,0.2018010263533616,89,7.54999928176403e-05,,0,0,5696,0.3288242250886208,0.0,0.5
9,16,4,1.65,0.65,wrong,4,QAOA,24364,6.406672271367565,0.2018010263533616,89,0.0016001249896362424,0.40600524651264075,1,256,5696,0.3288242250886208,0.0,0.5
9,16,4,1.65,0.65,inferred-sensitivity,4,QAOA,24364,6.406672271367565,0.2018010263533616,89,0.0016609580488875508,0.309644216788291,1,64,5696,0.3288242250886208,0.0,1.0
9,16,4,1.65,0.65,inferred-sensitivity,4,QAOA,24364,6.406672271367565,0.2018010263533616,89,0.0025994589086622,0.30959927188159453,2,64,5696,0.3288242250886208,0.0,1.0
9,16,4,1.65,0.65,inferred-sensitivity,4,QAOA,24364,6.406672271367565,0.2018010263533616,89,0.0026507910806685686,0.30959927188159453,2,256,5696,0.3288242250886208,0.0,1.0
9,16,4,1.65,0.65,inferred-sensitivity,4,QAOA,24364,6.406672271367565,0.2018010263533616,89,0.002658125013113022,0.30959927188159453,2,1024,5696,0.3288242250886208,0.0,1.0
9,16,4,1.65,0.65,inferred-noise,4,QAOA,24364,6.406672271367565,0.2018010263533616,89,0.0016271659405902028,0.2849297951094619,1,256,5696,0.3288242250886208,0.1,1.0
9,16,4,1.65,0.65,inferred-noise,4,QAOA,24364,6.406672271367565,0.2018010263533616,89,0.001614667009562254,0.24785816259121826,1,256,5696,0.3288242250886208,0.25,1.0
9,16,4,1.65,0.65,inferred-noise,4,QAOA,24364,6.406672271367565,0.2018010263533616,89,0.00159987504594028,0.1860721083941455,1,256,5696,0.3288242250886208,0.5,1.0
10,16,4,1.65,0.65,full,16,deployed,51749,10.385427358216395,0.24393344102236805,0,0.0,,0,0,0,0.3391580039949075,0.0,1.0
10,16,4,1.65,0.65,full,16,exact enumeration,9434,8.152762505410983,0.0,65536,0.0,,0,0,68719476736,0.3391580039949075,0.0,1.0
10,16,4,1.65,0.65,full,16,MILP,9434,8.152762505410983,0.0,0,0.02610016707330942,,0,0,0,0.3391580039949075,0.0,1.0
10,16,4,1.65,0.65,full,16,annealing,51749,10.385427358216395,0.24393344102236805,89,9.445799514651299e-05,,0,0,93323264,0.3391580039949075,0.0,1.0
10,16,4,1.65,0.65,full,16,QAOA,9434,8.152762505410983,0.0,89,0.2327167500043288,0.00044126765411535624,1,256,93323264,0.3391580039949075,0.0,1.0
10,16,4,1.65,0.65,true,4,exact LNS,51749,10.385427358216395,0.24393344102236805,16,1.5830155462026596e-06,,0,0,1024,0.3391580039949075,0.0,1.0
10,16,4,1.65,0.65,true,4,annealing,51749,10.385427358216395,0.24393344102236805,89,8.233299013227224e-05,,0,0,5696,0.3391580039949075,0.0,1.0
10,16,4,1.65,0.65,true,4,QAOA,51749,10.385427358216395,0.24393344102236805,89,0.0016531250439584255,0.32933090922000374,1,256,5696,0.3391580039949075,0.0,1.0
10,16,4,1.65,0.65,inferred,4,exact LNS,51749,10.385427358216395,0.24393344102236805,16,1.0420335456728935e-06,,0,0,1024,0.3391580039949075,0.0,0.5
10,16,4,1.65,0.65,inferred,4,annealing,51749,10.385427358216395,0.24393344102236805,89,6.770901381969452e-05,,0,0,5696,0.3391580039949075,0.0,0.5
10,16,4,1.65,0.65,inferred,4,QAOA,51749,10.385427358216395,0.24393344102236805,89,0.0015952499816194177,0.11982339373477378,1,256,5696,0.3391580039949075,0.0,0.5
10,16,4,1.65,0.65,wrong,4,exact LNS,51749,10.385427358216395,0.24393344102236805,16,1.00000761449337e-06,,0,0,1024,0.3391580039949075,0.0,0.5
10,16,4,1.65,0.65,wrong,4,annealing,51749,10.385427358216395,0.24393344102236805,89,7.170799653977156e-05,,0,0,5696,0.3391580039949075,0.0,0.5
10,16,4,1.65,0.65,wrong,4,QAOA,51749,10.385427358216395,0.24393344102236805,89,0.001612916006706655,0.4196989543587815,1,256,5696,0.3391580039949075,0.0,0.5
10,16,4,1.65,0.65,inferred-sensitivity,4,QAOA,51749,10.385427358216395,0.24393344102236805,89,0.0015967088984325528,0.11982339373477378,1,64,5696,0.3391580039949075,0.0,0.5
10,16,4,1.65,0.65,inferred-sensitivity,4,QAOA,51749,10.385427358216395,0.24393344102236805,89,0.0026098749367520213,0.1869468224451547,2,64,5696,0.3391580039949075,0.0,0.5
10,16,4,1.65,0.65,inferred-sensitivity,4,QAOA,51749,10.385427358216395,0.24393344102236805,89,0.0027104169130325317,0.1869468224451547,2,256,5696,0.3391580039949075,0.0,0.5
10,16,4,1.65,0.65,inferred-sensitivity,4,QAOA,51749,10.385427358216395,0.24393344102236805,89,0.002615459030494094,0.1869468224451547,2,1024,5696,0.3391580039949075,0.0,0.5
10,16,4,1.65,0.65,inferred-noise,4,QAOA,51749,10.385427358216395,0.24393344102236805,89,0.001593374996446073,0.1140910543612964,1,256,5696,0.3391580039949075,0.1,0.5
10,16,4,1.65,0.65,inferred-noise,4,QAOA,51749,10.385427358216395,0.24393344102236805,89,0.0015780000248923898,0.10549254530108033,1,256,5696,0.3391580039949075,0.25,0.5
10,16,4,1.65,0.65,inferred-noise,4,QAOA,51749,10.385427358216395,0.24393344102236805,89,0.0015590409748256207,0.0911616968673869,1,256,5696,0.3391580039949075,0.5,0.5
11,16,4,1.65,0.65,full,16,deployed,62296,4.876061471280863,0.19529614602799286,0,0.0,,0,0,0,0.08155290051020574,0.0,1.0
11,16,4,1.65,0.65,full,16,exact enumeration,58218,3.915987967339477,0.0,65536,0.0,,0,0,68719476736,0.08155290051020574,0.0,1.0
11,16,4,1.65,0.65,full,16,MILP,58218,3.915987967339477,0.0,0,0.012002667062915862,,0,0,0,0.08155290051020574,0.0,1.0
11,16,4,1.65,0.65,full,16,annealing,62296,4.876061471280863,0.19529614602799286,89,7.954193279147148e-05,,0,0,93323264,0.08155290051020574,0.0,1.0
11,16,4,1.65,0.65,full,16,QAOA,58210,3.980045908014307,0.013030532438324516,89,0.2328847920289263,0.0016388199293096812,1,256,93323264,0.08155290051020574,0.0,1.0
11,16,4,1.65,0.65,true,4,exact LNS,62296,4.876061471280863,0.19529614602799286,16,1.459033228456974e-06,,0,0,1024,0.08155290051020574,0.0,1.0
11,16,4,1.65,0.65,true,4,annealing,62296,4.876061471280863,0.19529614602799286,89,7.658300455659628e-05,,0,0,5696,0.08155290051020574,0.0,1.0
11,16,4,1.65,0.65,true,4,QAOA,62296,4.876061471280863,0.19529614602799286,89,0.0016452079871669412,0.7849563717598737,1,256,5696,0.08155290051020574,0.0,1.0
11,16,4,1.65,0.65,inferred,4,exact LNS,62296,4.876061471280863,0.19529614602799286,16,1.084059476852417e-06,,0,0,1024,0.08155290051020574,0.0,0.75
11,16,4,1.65,0.65,inferred,4,annealing,62296,4.876061471280863,0.19529614602799286,89,6.962509360164404e-05,,0,0,5696,0.08155290051020574,0.0,0.75
11,16,4,1.65,0.65,inferred,4,QAOA,62296,4.876061471280863,0.19529614602799286,89,0.001515583018772304,0.4773406927830608,1,256,5696,0.08155290051020574,0.0,0.75
11,16,4,1.65,0.65,wrong,4,exact LNS,62296,4.876061471280863,0.19529614602799286,16,8.329516276717186e-07,,0,0,1024,0.08155290051020574,0.0,0.5
11,16,4,1.65,0.65,wrong,4,annealing,62296,4.876061471280863,0.19529614602799286,89,6.687501445412636e-05,,0,0,5696,0.08155290051020574,0.0,0.5
11,16,4,1.65,0.65,wrong,4,QAOA,62296,4.876061471280863,0.19529614602799286,89,0.001567541970871389,0.5942551056057326,1,256,5696,0.08155290051020574,0.0,0.5
11,16,4,1.65,0.65,inferred-sensitivity,4,QAOA,62296,4.876061471280863,0.19529614602799286,89,0.0015755840577185154,0.4773406927830608,1,64,5696,0.08155290051020574,0.0,0.75
11,16,4,1.65,0.65,inferred-sensitivity,4,QAOA,62296,4.876061471280863,0.19529614602799286,89,0.0025851659011095762,0.494171176364212,2,64,5696,0.08155290051020574,0.0,0.75
11,16,4,1.65,0.65,inferred-sensitivity,4,QAOA,62296,4.876061471280863,0.19529614602799286,89,0.002539458917453885,0.494171176364212,2,256,5696,0.08155290051020574,0.0,0.75
11,16,4,1.65,0.65,inferred-sensitivity,4,QAOA,62296,4.876061471280863,0.19529614602799286,89,0.002466042060405016,0.494171176364212,2,1024,5696,0.08155290051020574,0.0,0.75
11,16,4,1.65,0.65,inferred-noise,4,QAOA,62296,4.876061471280863,0.19529614602799286,89,0.0015363330021500587,0.4358566235047547,1,256,5696,0.08155290051020574,0.1,0.75
11,16,4,1.65,0.65,inferred-noise,4,QAOA,62296,4.876061471280863,0.19529614602799286,89,0.001540832919999957,0.3736305195872956,1,256,5696,0.08155290051020574,0.25,0.75
11,16,4,1.65,0.65,inferred-noise,4,QAOA,62296,4.876061471280863,0.19529614602799286,89,0.001536875031888485,0.2699203463915304,1,256,5696,0.08155290051020574,0.5,0.75
0,16,4,1.65,1.35,full,16,deployed,36584,7.359493764997059,0.073400223348844,0,0.0,,0,0,0,0.07845679936979463,0.0,1.0
0,16,4,1.65,1.35,full,16,exact enumeration,44388,6.787862889497751,0.0,65536,0.0,,0,0,68719476736,0.07845679936979463,0.0,1.0
0,16,4,1.65,1.35,full,16,MILP,44388,6.787862889497751,0.0,0,0.015753874904476106,,0,0,0,0.07845679936979463,0.0,1.0
0,16,4,1.65,1.35,full,16,annealing,36584,7.359493764997059,0.073400223348844,89,7.750000804662704e-05,,0,0,93323264,0.07845679936979463,0.0,1.0
0,16,4,1.65,1.35,full,16,QAOA,52332,9.584034592151152,0.35904223563362325,89,0.23061200010124594,0.0008390096971780948,1,256,93323264,0.07845679936979463,0.0,1.0
0,16,4,1.65,1.35,true,4,exact LNS,36584,7.359493764997059,0.073400223348844,16,1.4170072972774506e-06,,0,0,1024,0.07845679936979463,0.0,1.0
0,16,4,1.65,1.35,true,4,annealing,36584,7.359493764997059,0.073400223348844,89,7.724994793534279e-05,,0,0,5696,0.07845679936979463,0.0,1.0
0,16,4,1.65,1.35,true,4,QAOA,36584,7.359493764997059,0.073400223348844,89,0.0016121669905260205,0.41072139412073205,1,256,5696,0.07845679936979463,0.0,1.0
0,16,4,1.65,1.35,inferred,4,exact LNS,36584,7.359493764997059,0.073400223348844,16,9.170034900307655e-07,,0,0,1024,0.07845679936979463,0.0,1.0
0,16,4,1.65,1.35,inferred,4,annealing,36584,7.359493764997059,0.073400223348844,89,7.041706703603268e-05,,0,0,5696,0.07845679936979463,0.0,1.0
0,16,4,1.65,1.35,inferred,4,QAOA,36584,7.359493764997059,0.073400223348844,89,0.0016167910071089864,0.41072139412073205,1,256,5696,0.07845679936979463,0.0,1.0
0,16,4,1.65,1.35,wrong,4,exact LNS,36584,7.359493764997059,0.073400223348844,16,8.749775588512421e-07,,0,0,1024,0.07845679936979463,0.0,0.5
0,16,4,1.65,1.35,wrong,4,annealing,36584,7.359493764997059,0.073400223348844,89,7.254199590533972e-05,,0,0,5696,0.07845679936979463,0.0,0.5
0,16,4,1.65,1.35,wrong,4,QAOA,36584,7.359493764997059,0.073400223348844,89,0.0016197089571505785,0.5352956127317234,1,256,5696,0.07845679936979463,0.0,0.5
0,16,4,1.65,1.35,inferred-sensitivity,4,QAOA,36584,7.359493764997059,0.073400223348844,89,0.0016080000204965472,0.41072139412073205,1,64,5696,0.07845679936979463,0.0,1.0
0,16,4,1.65,1.35,inferred-sensitivity,4,QAOA,36584,7.359493764997059,0.073400223348844,89,0.0026470000157132745,0.4240794159049233,2,64,5696,0.07845679936979463,0.0,1.0
0,16,4,1.65,1.35,inferred-sensitivity,4,QAOA,36584,7.359493764997059,0.073400223348844,89,0.0025363749591633677,0.4240794159049233,2,256,5696,0.07845679936979463,0.0,1.0
0,16,4,1.65,1.35,inferred-sensitivity,4,QAOA,36584,7.359493764997059,0.073400223348844,89,0.002542541013099253,0.4240794159049233,2,1024,5696,0.07845679936979463,0.0,1.0
0,16,4,1.65,1.35,inferred-noise,4,QAOA,36584,7.359493764997059,0.073400223348844,89,0.001573749934323132,0.3758992547086588,1,256,5696,0.07845679936979463,0.1,1.0
0,16,4,1.65,1.35,inferred-noise,4,QAOA,36584,7.359493764997059,0.073400223348844,89,0.001541542005725205,0.323666045590549,1,256,5696,0.07845679936979463,0.25,1.0
0,16,4,1.65,1.35,inferred-noise,4,QAOA,36584,7.359493764997059,0.073400223348844,89,0.0015312919858843088,0.23661069706036603,1,256,5696,0.07845679936979463,0.5,1.0
1,16,4,1.65,1.35,full,16,deployed,25391,5.49010941630775,0.0,0,0.0,,0,0,0,0.10846343653923242,0.0,1.0
1,16,4,1.65,1.35,full,16,exact enumeration,25391,5.49010941630775,0.0,65536,0.0,,0,0,68719476736,0.10846343653923242,0.0,1.0
1,16,4,1.65,1.35,full,16,MILP,25391,5.49010941630775,0.0,0,0.012163291918113828,,0,0,0,0.10846343653923242,0.0,1.0
1,16,4,1.65,1.35,full,16,annealing,25391,5.49010941630775,0.0,89,7.875007577240467e-05,,0,0,93323264,0.10846343653923242,0.0,1.0
1,16,4,1.65,1.35,full,16,QAOA,25391,5.49010941630775,0.0,89,0.22529424994718283,0.003053538456813167,1,256,93323264,0.10846343653923242,0.0,1.0
1,16,4,1.65,1.35,true,4,exact LNS,25391,5.49010941630775,0.0,16,1.125037670135498e-06,,0,0,1024,0.10846343653923242,0.0,1.0
1,16,4,1.65,1.35,true,4,annealing,25391,5.49010941630775,0.0,89,7.658300455659628e-05,,0,0,5696,0.10846343653923242,0.0,1.0
1,16,4,1.65,1.35,true,4,QAOA,25391,5.49010941630775,0.0,89,0.0015852500218898058,0.2944463839348243,1,256,5696,0.10846343653923242,0.0,1.0
1,16,4,1.65,1.35,inferred,4,exact LNS,25391,5.49010941630775,0.0,16,8.749775588512421e-07,,0,0,1024,0.10846343653923242,0.0,1.0
1,16,4,1.65,1.35,inferred,4,annealing,25391,5.49010941630775,0.0,89,8.070794865489006e-05,,0,0,5696,0.10846343653923242,0.0,1.0
1,16,4,1.65,1.35,inferred,4,QAOA,25391,5.49010941630775,0.0,89,0.001630042097531259,0.2944463839348243,1,256,5696,0.10846343653923242,0.0,1.0
1,16,4,1.65,1.35,wrong,4,exact LNS,25391,5.49010941630775,0.0,16,8.33999365568161e-07,,0,0,1024,0.10846343653923242,0.0,0.5
1,16,4,1.65,1.35,wrong,4,annealing,25391,5.49010941630775,0.0,89,7.129204459488392e-05,,0,0,5696,0.10846343653923242,0.0,0.5
1,16,4,1.65,1.35,wrong,4,QAOA,25391,5.49010941630775,0.0,89,0.001590374973602593,0.6627021608734107,1,256,5696,0.10846343653923242,0.0,0.5
1,16,4,1.65,1.35,inferred-sensitivity,4,QAOA,25391,5.49010941630775,0.0,89,0.0015876670368015766,0.2944463839348243,1,64,5696,0.10846343653923242,0.0,1.0
1,16,4,1.65,1.35,inferred-sensitivity,4,QAOA,25391,5.49010941630775,0.0,89,0.0025927500100806355,0.2959200434907321,2,64,5696,0.10846343653923242,0.0,1.0
1,16,4,1.65,1.35,inferred-sensitivity,4,QAOA,25391,5.49010941630775,0.0,89,0.0025265830336138606,0.2959200434907321,2,256,5696,0.10846343653923242,0.0,1.0
1,16,4,1.65,1.35,inferred-sensitivity,4,QAOA,25391,5.49010941630775,0.0,89,0.002529707970097661,0.2959200434907321,2,1024,5696,0.10846343653923242,0.0,1.0
1,16,4,1.65,1.35,inferred-noise,4,QAOA,25391,5.49010941630775,0.0,89,0.001545957988128066,0.27125174554134185,1,256,5696,0.10846343653923242,0.1,1.0
1,16,4,1.65,1.35,inferred-noise,4,QAOA,25391,5.49010941630775,0.0,89,0.001537958043627441,0.23645978795111822,1,256,5696,0.10846343653923242,0.25,1.0
1,16,4,1.65,1.35,inferred-noise,4,QAOA,25391,5.49010941630775,0.0,89,0.0016191250178962946,0.17847319196741215,1,256,5696,0.10846343653923242,0.5,1.0
2,16,4,1.65,1.35,full,16,deployed,29237,8.480641391986316,0.0,0,0.0,,0,0,0,0.3894033537569579,0.0,1.0
2,16,4,1.65,1.35,full,16,exact enumeration,29237,8.480641391986316,0.0,65536,0.0,,0,0,68719476736,0.3894033537569579,0.0,1.0
2,16,4,1.65,1.35,full,16,MILP,29237,8.480641391986316,0.0,0,0.01738270791247487,,0,0,0,0.3894033537569579,0.0,1.0
2,16,4,1.65,1.35,full,16,annealing,29237,8.480641391986316,0.0,89,7.874995935708284e-05,,0,0,93323264,0.3894033537569579,0.0,1.0
2,16,4,1.65,1.35,full,16,QAOA,36170,10.486661881887484,0.21159122120121465,89,0.22697054198943079,0.0008499448657469382,1,256,93323264,0.3894033537569579,0.0,1.0
2,16,4,1.65,1.35,true,4,exact LNS,29237,8.480641391986316,0.0,16,1.2919772416353226e-06,,0,0,1024,0.3894033537569579,0.0,1.0
2,16,4,1.65,1.35,true,4,annealing,29237,8.480641391986316,0.0,89,7.112498860806227e-05,,0,0,5696,0.3894033537569579,0.0,1.0
2,16,4,1.65,1.35,true,4,QAOA,29237,8.480641391986316,0.0,89,0.0015752080362290144,0.44541471808843447,1,256,5696,0.3894033537569579,0.0,1.0
2,16,4,1.65,1.35,inferred,4,exact LNS,29237,8.480641391986316,0.0,16,9.170034900307655e-07,,0,0,1024,0.3894033537569579,0.0,1.0
2,16,4,1.65,1.35,inferred,4,annealing,29237,8.480641391986316,0.0,89,7.11251050233841e-05,,0,0,5696,0.3894033537569579,0.0,1.0
2,16,4,1.65,1.35,inferred,4,QAOA,29237,8.480641391986316,0.0,89,0.0015543329063802958,0.44541471808843447,1,256,5696,0.3894033537569579,0.0,1.0
2,16,4,1.65,1.35,wrong,4,exact LNS,29237,8.480641391986316,0.0,16,8.749775588512421e-07,,0,0,1024,0.3894033537569579,0.0,0.5
2,16,4,1.65,1.35,wrong,4,annealing,29237,8.480641391986316,0.0,89,7.008295506238937e-05,,0,0,5696,0.3894033537569579,0.0,0.5
2,16,4,1.65,1.35,wrong,4,QAOA,29237,8.480641391986316,0.0,89,0.0015504159964621067,0.31871590173428677,1,256,5696,0.3894033537569579,0.0,0.5
2,16,4,1.65,1.35,inferred-sensitivity,4,QAOA,29237,8.480641391986316,0.0,89,0.0015513749094679952,0.44541471808843447,1,64,5696,0.3894033537569579,0.0,1.0
2,16,4,1.65,1.35,inferred-sensitivity,4,QAOA,29237,8.480641391986316,0.0,89,0.002523624920286238,0.4454475481398895,2,64,5696,0.3894033537569579,0.0,1.0
2,16,4,1.65,1.35,inferred-sensitivity,4,QAOA,29237,8.480641391986316,0.0,89,0.0024832910858094692,0.4454475481398895,2,256,5696,0.3894033537569579,0.0,1.0
2,16,4,1.65,1.35,inferred-sensitivity,4,QAOA,29237,8.480641391986316,0.0,89,0.0025111670838668942,0.4454475481398895,2,1024,5696,0.3894033537569579,0.0,1.0
2,16,4,1.65,1.35,inferred-noise,4,QAOA,29237,8.480641391986316,0.0,89,0.0015453749801963568,0.407123246279591,1,256,5696,0.3894033537569579,0.1,1.0
2,16,4,1.65,1.35,inferred-noise,4,QAOA,29237,8.480641391986316,0.0,89,0.0015419169794768095,0.34968603856632585,1,256,5696,0.3894033537569579,0.25,1.0
2,16,4,1.65,1.35,inferred-noise,4,QAOA,29237,8.480641391986316,0.0,89,0.0015397920506075025,0.25395735904421723,1,256,5696,0.3894033537569579,0.5,1.0
3,16,4,1.65,1.35,full,16,deployed,2876,6.870140870919219,0.4440813099645394,0,0.0,,0,0,0,0.5745746771885244,0.0,1.0
3,16,4,1.65,1.35,full,16,exact enumeration,8914,4.449929181004688,0.0,65536,0.0,,0,0,68719476736,0.5745746771885244,0.0,1.0
3,16,4,1.65,1.35,full,16,MILP,8914,4.449929181004688,0.0,0,0.012548208003863692,,0,0,0,0.5745746771885244,0.0,1.0
3,16,4,1.65,1.35,full,16,annealing,18874,6.865192243159092,0.44317329307188424,89,8.129200432449579e-05,,0,0,93323264,0.5745746771885244,0.0,1.0
3,16,4,1.65,1.35,full,16,QAOA,9170,4.952108004461693,0.09214410073571441,89,0.22547862492501736,0.0005019497627411259,1,256,93323264,0.5745746771885244,0.0,1.0
3,16,4,1.65,1.35,true,4,exact LNS,2876,6.870140870919219,0.4440813099645394,16,1.208973117172718e-06,,0,0,1024,0.5745746771885244,0.0,1.0
3,16,4,1.65,1.35,true,4,annealing,2876,6.870140870919219,0.4440813099645394,89,7.12500186637044e-05,,0,0,5696,0.5745746771885244,0.0,1.0
3,16,4,1.65,1.35,true,4,QAOA,2876,6.870140870919219,0.4440813099645394,89,0.001593374996446073,0.29225252417039205,1,256,5696,0.5745746771885244,0.0,1.0
3,16,4,1.65,1.35,inferred,4,exact LNS,2876,6.870140870919219,0.4440813099645394,16,8.329516276717186e-07,,0,0,1024,0.5745746771885244,0.0,0.5
3,16,4,1.65,1.35,inferred,4,annealing,2876,6.870140870919219,0.4440813099645394,89,7.02909892424941e-05,,0,0,5696,0.5745746771885244,0.0,0.5
3,16,4,1.65,1.35,inferred,4,QAOA,2876,6.870140870919219,0.4440813099645394,89,0.0016332499217242002,0.4668566095921198,1,256,5696,0.5745746771885244,0.0,0.5
3,16,4,1.65,1.35,wrong,4,exact LNS,2876,6.870140870919219,0.4440813099645394,16,7.909256964921951e-07,,0,0,1024,0.5745746771885244,0.0,0.5
3,16,4,1.65,1.35,wrong,4,annealing,2876,6.870140870919219,0.4440813099645394,89,7.13749323040247e-05,,0,0,5696,0.5745746771885244,0.0,0.5
3,16,4,1.65,1.35,wrong,4,QAOA,2876,6.870140870919219,0.4440813099645394,89,0.0015763340052217245,0.3158702649780029,1,256,5696,0.5745746771885244,0.0,0.5
3,16,4,1.65,1.35,inferred-sensitivity,4,QAOA,2876,6.870140870919219,0.4440813099645394,89,0.0015569169772788882,0.4668566095921198,1,64,5696,0.5745746771885244,0.0,0.5
3,16,4,1.65,1.35,inferred-sensitivity,4,QAOA,2876,6.870140870919219,0.4440813099645394,89,0.002587208990007639,0.4765610421434705,2,64,5696,0.5745746771885244,0.0,0.5
3,16,4,1.65,1.35,inferred-sensitivity,4,QAOA,2876,6.870140870919219,0.4440813099645394,89,0.0025737499818205833,0.4765610421434705,2,256,5696,0.5745746771885244,0.0,0.5
3,16,4,1.65,1.35,inferred-sensitivity,4,QAOA,2876,6.870140870919219,0.4440813099645394,89,0.0025649579474702477,0.4765610421434705,2,1024,5696,0.5745746771885244,0.0,0.5
