dataset,seed,method,accuracy,brier,ece,public_size,private_size,public_fraction,test_size,clients,noniid,noise_lambda,shots,rounds,bytes,inference_models,membership_auc,membership_null_auc,inference_ms,parameter_bytes,min_client_contribution,mean_client_contribution
digits,1,FedMD-2r,1.0,0.06991254134697705,0.24461519699093906,86,185,0.24,86,3,severe,0.55,64,2,4128,3,0.5802583582403537,0.5008052608390193,0.328917,264,0.03488372093023251,0.06201550387596896
digits,1,FedMD,1.0,0.06701103229513697,0.23901538820734833,86,185,0.24,86,3,severe,0.55,64,3,6192,3,0.5802583582403537,0.5008052608390193,0.320459,264,0.03488372093023251,0.06201550387596896
digits,1,centralized reference,1.0,0.007656774432431226,0.04392767411195901,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.5802583582403537,0.5008052608390193,0.004084,56,0.03488372093023251,0.06201550387596896
digits,2,best local,0.9883720930232558,0.018553165137380933,0.06519626270282158,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.538504467386688,0.5141390506356748,0.174875,104,0.17441860465116277,0.21705426356589144
digits,2,unweighted ensemble,0.9883720930232558,0.12144320211820388,0.33093138092901037,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.538504467386688,0.5141390506356748,0.335166,264,0.17441860465116277,0.21705426356589144
digits,2,weighted ensemble,0.9883720930232558,0.057525025038390916,0.21963212449116665,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.538504467386688,0.5141390506356748,0.331792,264,0.17441860465116277,0.21705426356589144
digits,2,hard transfer,0.9418604651162791,0.03215983391088031,0.06510188578209623,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.538504467386688,0.5141390506356748,0.004166,56,0.17441860465116277,0.21705426356589144
digits,2,FedDF,0.9302325581395349,0.146701519428484,0.3001423288718637,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.538504467386688,0.5141390506356748,0.004,56,0.17441860465116277,0.21705426356589144
digits,2,FedMD-1r,0.9534883720930233,0.10666344881294942,0.2822353799208522,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.538504467386688,0.5141390506356748,0.336583,264,0.17441860465116277,0.21705426356589144
digits,2,FedMD-2r,0.9534883720930233,0.09649349578888927,0.2580068571274901,86,185,0.24,86,3,severe,0.55,64,2,4128,3,0.538504467386688,0.5141390506356748,0.34525,264,0.17441860465116277,0.21705426356589144
digits,2,FedMD,0.9534883720930233,0.09177669978435106,0.2565323380158643,86,185,0.24,86,3,severe,0.55,64,3,6192,3,0.538504467386688,0.5141390506356748,0.337292,264,0.17441860465116277,0.21705426356589144
digits,2,centralized reference,0.9418604651162791,0.029056511041417526,0.0641641645123389,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.538504467386688,0.5141390506356748,0.004208,56,0.17441860465116277,0.21705426356589144
digits,3,best local,0.8953488372093024,0.059155926981148944,0.08870307996031013,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.6116795592340708,0.5203688217136252,0.165583,104,-0.023255813953488413,0.034883720930232544
digits,3,unweighted ensemble,0.9186046511627907,0.09932222255587417,0.23934583707895407,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.6116795592340708,0.5203688217136252,0.334542,264,-0.023255813953488413,0.034883720930232544
digits,3,weighted ensemble,0.9302325581395349,0.06625891901452259,0.14408263195187399,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.6116795592340708,0.5203688217136252,0.333291,264,-0.023255813953488413,0.034883720930232544
digits,3,hard transfer,0.9418604651162791,0.04172308817988287,0.06900032370199377,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.6116795592340708,0.5203688217136252,0.004208,56,-0.023255813953488413,0.034883720930232544
digits,3,FedDF,0.8953488372093024,0.10187630652992558,0.23183011880786447,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.6116795592340708,0.5203688217136252,0.004083,56,-0.023255813953488413,0.034883720930232544
digits,3,FedMD-1r,0.9534883720930233,0.07365953937417402,0.21730290206939717,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.6116795592340708,0.5203688217136252,0.341666,264,-0.023255813953488413,0.034883720930232544
digits,3,FedMD-2r,0.9767441860465116,0.06102245045809969,0.18903743260429937,86,185,0.24,86,3,severe,0.55,64,2,4128,3,0.6116795592340708,0.5203688217136252,0.342417,264,-0.023255813953488413,0.034883720930232544
digits,3,FedMD,0.9651162790697675,0.05508097206347322,0.17203469892076417,86,185,0.24,86,3,severe,0.55,64,3,6192,3,0.6116795592340708,0.5203688217136252,0.334667,264,-0.023255813953488413,0.034883720930232544
digits,3,centralized reference,1.0,0.010020453552048376,0.045195458018131636,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.6116795592340708,0.5203688217136252,0.00425,56,-0.023255813953488413,0.034883720930232544
digits,4,best local,0.9418604651162791,0.04299979540496349,0.09053059403867283,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.6061289131806761,0.5089182017726653,0.156,104,0.04651162790697683,0.09689922480620161
digits,4,unweighted ensemble,0.9651162790697675,0.10431455480764516,0.3119915582754002,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.6061289131806761,0.5089182017726653,0.341209,264,0.04651162790697683,0.09689922480620161
digits,4,weighted ensemble,0.9534883720930233,0.06916858713762288,0.2064298038965504,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.6061289131806761,0.5089182017726653,0.331375,264,0.04651162790697683,0.09689922480620161
digits,4,hard transfer,0.9651162790697675,0.023544513652713598,0.038651378221266984,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.6061289131806761,0.5089182017726653,0.003875,56,0.04651162790697683,0.09689922480620161
digits,4,FedDF,0.9534883720930233,0.10898703420865999,0.2662631584411159,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.6061289131806761,0.5089182017726653,0.003791,56,0.04651162790697683,0.09689922480620161
digits,4,FedMD-1r,1.0,0.08080088561561256,0.271305690905002,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.6061289131806761,0.5089182017726653,0.33,264,0.04651162790697683,0.09689922480620161
digits,4,FedMD-2r,1.0,0.07045517657182528,0.2509968159530558,86,185,0.24,86,3,severe,0.55,64,2,4128,3,0.6061289131806761,0.5089182017726653,0.331667,264,0.04651162790697683,0.09689922480620161
digits,4,FedMD,0.9883720930232558,0.06535644069494385,0.2399365828916055,86,185,0.24,86,3,severe,0.55,64,3,6192,3,0.6061289131806761,0.5089182017726653,0.329833,264,0.04651162790697683,0.09689922480620161
digits,4,centralized reference,0.9883720930232558,0.015326388897429289,0.04005418286728188,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.6061289131806761,0.5089182017726653,0.004292,56,0.04651162790697683,0.09689922480620161
digits,5,best local,0.9302325581395349,0.04756937364697074,0.08884317795502639,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.5469825789780778,0.4625711983551444,0.159916,104,0.08139534883720934,0.14728682170542637
digits,5,unweighted ensemble,0.9302325581395349,0.13020216261583958,0.290408983325505,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.5469825789780778,0.4625711983551444,0.327,264,0.08139534883720934,0.14728682170542637
digits,5,weighted ensemble,0.9302325581395349,0.08041660553016784,0.21598715270687632,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.5469825789780778,0.4625711983551444,0.31825,264,0.08139534883720934,0.14728682170542637
digits,5,hard transfer,0.9302325581395349,0.0552083409844389,0.08696693904745814,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.5469825789780778,0.4625711983551444,0.004125,56,0.08139534883720934,0.14728682170542637
digits,5,FedDF,0.9186046511627907,0.1388103906262174,0.27682111371311574,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.5469825789780778,0.4625711983551444,0.004,56,0.08139534883720934,0.14728682170542637
digits,5,FedMD-1r,0.9418604651162791,0.11949811815218384,0.27068951885229486,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.5469825789780778,0.4625711983551444,0.315708,264,0.08139534883720934,0.14728682170542637
digits,5,FedMD-2r,0.9418604651162791,0.11401718828464963,0.2598031699726729,86,185,0.24,86,3,severe,0.55,64,2,4128,3,0.5469825789780778,0.4625711983551444,0.327375,264,0.08139534883720934,0.14728682170542637
digits,5,FedMD,0.9534883720930233,0.11130762366317301,0.2651843570236206,86,185,0.24,86,3,severe,0.55,64,3,6192,3,0.5469825789780778,0.4625711983551444,0.334541,264,0.08139534883720934,0.14728682170542637
digits,5,centralized reference,0.9767441860465116,0.01934080925575746,0.043188723570280495,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.5469825789780778,0.4625711983551444,0.003875,56,0.08139534883720934,0.14728682170542637
digits,6,best local,0.9651162790697675,0.027776490027249454,0.0506796009019229,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.5569917069431293,0.49131442696739763,0.156833,104,0.12790697674418605,0.21317829457364346
digits,6,unweighted ensemble,0.9651162790697675,0.1204533655906792,0.30243502637392794,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.5569917069431293,0.49131442696739763,0.320292,264,0.12790697674418605,0.21317829457364346
digits,6,weighted ensemble,0.9651162790697675,0.06483670734152193,0.2124622602902151,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.5569917069431293,0.49131442696739763,0.313625,264,0.12790697674418605,0.21317829457364346
digits,6,hard transfer,0.9651162790697675,0.02933153170566911,0.028772621935566876,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.5569917069431293,0.49131442696739763,0.004125,56,0.12790697674418605,0.21317829457364346
digits,6,FedDF,0.9534883720930233,0.13911483036142613,0.31438273210024753,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.5569917069431293,0.49131442696739763,0.004083,56,0.12790697674418605,0.21317829457364346
digits,6,FedMD-1r,0.9534883720930233,0.08881612959830658,0.2279454759764607,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.5569917069431293,0.49131442696739763,0.326042,264,0.12790697674418605,0.21317829457364346
digits,6,FedMD-2r,0.9534883720930233,0.07135468250210124,0.19121653213792966,86,185,0.24,86,3,severe,0.55,64,2,4128,3,0.5569917069431293,0.49131442696739763,0.326833,264,0.12790697674418605,0.21317829457364346
digits,6,FedMD,0.9534883720930233,0.06369472820021166,0.16649597005700484,86,185,0.24,86,3,severe,0.55,64,3,6192,3,0.5569917069431293,0.49131442696739763,0.328833,264,0.12790697674418605,0.21317829457364346
digits,6,centralized reference,0.9418604651162791,0.03197803388307013,0.05452930838479034,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.5569917069431293,0.49131442696739763,0.00425,56,0.12790697674418605,0.21317829457364346
digits,7,best local,0.9302325581395349,0.05930372973298679,0.09212502622548338,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.6011379894153867,0.4874528058244069,0.15525,104,0.11627906976744184,0.17829457364341086
digits,7,unweighted ensemble,0.9418604651162791,0.1252179136221995,0.27010277845299524,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.6011379894153867,0.4874528058244069,0.32825,264,0.11627906976744184,0.17829457364341086
digits,7,weighted ensemble,0.9302325581395349,0.0848702302202183,0.19369670140960252,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.6011379894153867,0.4874528058244069,0.330958,264,0.11627906976744184,0.17829457364341086
digits,7,hard transfer,0.9534883720930233,0.04862271793631153,0.09364502297085343,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.6011379894153867,0.4874528058244069,0.004125,56,0.11627906976744184,0.17829457364341086
digits,7,FedDF,0.8604651162790697,0.14153055208766482,0.22198529253057253,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.6011379894153867,0.4874528058244069,0.004083,56,0.11627906976744184,0.17829457364341086
digits,7,FedMD-1r,0.9534883720930233,0.10616888016416288,0.2531382974584268,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.6011379894153867,0.4874528058244069,0.333417,264,0.11627906976744184,0.17829457364341086
digits,7,FedMD-2r,0.9302325581395349,0.08988541534460455,0.22600652533747723,86,185,0.24,86,3,severe,0.55,64,2,4128,3,0.6011379894153867,0.4874528058244069,0.333041,264,0.11627906976744184,0.17829457364341086
digits,7,FedMD,0.9186046511627907,0.08140961525474467,0.20644395789743186,86,185,0.24,86,3,severe,0.55,64,3,6192,3,0.6011379894153867,0.4874528058244069,0.328666,264,0.11627906976744184,0.17829457364341086
digits,7,centralized reference,0.9651162790697675,0.02567043101684597,0.05293236196585527,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.6011379894153867,0.4874528058244069,0.004125,56,0.11627906976744184,0.17829457364341086
digits,8,best local,0.9418604651162791,0.04032348851745384,0.0635348541423723,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.589605536304711,0.47167516085370553,0.160791,104,0.023255813953488413,0.05038759689922486
digits,8,unweighted ensemble,0.9534883720930233,0.09190628045089788,0.24492047004128475,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.589605536304711,0.47167516085370553,0.340208,264,0.023255813953488413,0.05038759689922486
digits,8,weighted ensemble,0.9302325581395349,0.05649503530846077,0.15507380408770277,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.589605536304711,0.47167516085370553,0.33375,264,0.023255813953488413,0.05038759689922486
digits,8,hard transfer,0.9534883720930233,0.036407582831038475,0.053090819510789325,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.589605536304711,0.47167516085370553,0.004333,56,0.023255813953488413,0.05038759689922486
digits,8,FedDF,0.9651162790697675,0.10022864015531996,0.24332875386135516,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.589605536304711,0.47167516085370553,0.004083,56,0.023255813953488413,0.05038759689922486
digits,8,FedMD-1r,0.9651162790697675,0.08893850919749309,0.23036901942852037,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.589605536304711,0.47167516085370553,0.324291,264,0.023255813953488413,0.05038759689922486
digits,8,FedMD-2r,0.9651162790697675,0.08948713531943985,0.23221355430172688,86,185,0.24,86,3,severe,0.55,64,2,4128,3,0.589605536304711,0.47167516085370553,0.320416,264,0.023255813953488413,0.05038759689922486
digits,8,FedMD,0.9534883720930233,0.08986340006381063,0.2231278596341868,86,185,0.24,86,3,severe,0.55,64,3,6192,3,0.589605536304711,0.47167516085370553,0.320792,264,0.023255813953488413,0.05038759689922486
digits,8,centralized reference,0.9651162790697675,0.027512181768549082,0.032911242280889916,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.589605536304711,0.47167516085370553,0.004291,56,0.023255813953488413,0.05038759689922486
digits,9,best local,0.8255813953488372,0.11260593982715243,0.14281375727317636,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.5812426467272556,0.483493824275741,0.155333,104,0.03488372093023251,0.10465116279069764
digits,9,unweighted ensemble,0.8488372093023255,0.14131177007643092,0.3047788611740764,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.5812426467272556,0.483493824275741,0.320334,264,0.03488372093023251,0.10465116279069764
digits,9,weighted ensemble,0.8255813953488372,0.11622217490581155,0.2383313041457341,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.5812426467272556,0.483493824275741,0.334416,264,0.03488372093023251,0.10465116279069764
digits,9,hard transfer,0.9069767441860465,0.07344819203790555,0.1109580586659778,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.5812426467272556,0.483493824275741,0.004208,56,0.03488372093023251,0.10465116279069764
digits,9,FedDF,0.8488372093023255,0.14008674831122386,0.22940376235997006,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.5812426467272556,0.483493824275741,0.004208,56,0.03488372093023251,0.10465116279069764
digits,9,FedMD-1r,0.9302325581395349,0.10299206549054839,0.2733684504104529,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.5812426467272556,0.483493824275741,0.324459,264,0.03488372093023251,0.10465116279069764
digits,9,FedMD-2r,0.9418604651162791,0.0886010100363398,0.24291475717245758,86,185,0.24,86,3,severe,0.55,64,2,4128,3,0.5812426467272556,0.483493824275741,0.32625,264,0.03488372093023251,0.10465116279069764
digits,9,FedMD,0.9534883720930233,0.08255624281301664,0.22734133118346228,86,185,0.24,86,3,severe,0.55,64,3,6192,3,0.5812426467272556,0.483493824275741,0.331166,264,0.03488372093023251,0.10465116279069764
digits,9,centralized reference,0.9651162790697675,0.026749232454290638,0.06099216048909578,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.5812426467272556,0.483493824275741,0.004083,56,0.03488372093023251,0.10465116279069764
digits,10,best local,0.9418604651162791,0.04838344019263624,0.07487760932360935,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.5713918233656775,0.4760370420473971,0.163708,104,0.12790697674418605,0.1744186046511628
digits,10,unweighted ensemble,0.9418604651162791,0.11612431252316527,0.25220286270654374,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.5713918233656775,0.4760370420473971,0.334375,264,0.12790697674418605,0.1744186046511628
digits,10,weighted ensemble,0.9418604651162791,0.0735930924152778,0.16925547272640776,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.5713918233656775,0.4760370420473971,0.3275,264,0.12790697674418605,0.1744186046511628
digits,10,hard transfer,0.9418604651162791,0.033273564206616695,0.05756723226549043,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.5713918233656775,0.4760370420473971,0.004208,56,0.12790697674418605,0.1744186046511628
digits,10,FedDF,0.9069767441860465,0.13380311694587252,0.24682374114868144,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.5713918233656775,0.4760370420473971,0.004042,56,0.12790697674418605,0.1744186046511628
digits,10,FedMD-1r,0.9651162790697675,0.09019138738071784,0.24170382809773766,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.5713918233656775,0.4760370420473971,0.329958,264,0.12790697674418605,0.1744186046511628
digits,10,FedMD-2r,0.9767441860465116,0.07181808245747584,0.21592978533718582,86,185,0.24,86,3,severe,0.55,64,2,4128,3,0.5713918233656775,0.4760370420473971,0.32725,264,0.12790697674418605,0.1744186046511628
digits,10,FedMD,0.9767441860465116,0.062228662492254005,0.19246503441790647,86,185,0.24,86,3,severe,0.55,64,3,6192,3,0.5713918233656775,0.4760370420473971,0.329458,264,0.12790697674418605,0.1744186046511628
digits,10,centralized reference,0.9651162790697675,0.020615209216628027,0.0713961418748724,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.5713918233656775,0.4760370420473971,0.003833,56,0.12790697674418605,0.1744186046511628
digits,11,best local,0.9534883720930233,0.03334912692839378,0.054775297361004456,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.5142717226925779,0.5231370342585646,0.151458,104,0.16279069767441867,0.2093023255813954
digits,11,unweighted ensemble,0.9534883720930233,0.12639828256405616,0.2964719322269698,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.5142717226925779,0.5231370342585646,0.318292,264,0.16279069767441867,0.2093023255813954
digits,11,weighted ensemble,0.9534883720930233,0.07174982476700932,0.20587606544354645,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.5142717226925779,0.5231370342585646,0.316291,264,0.16279069767441867,0.2093023255813954
digits,11,hard transfer,0.9418604651162791,0.03858409468751155,0.05683402104566383,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.5142717226925779,0.5231370342585646,0.004208,56,0.16279069767441867,0.2093023255813954
digits,11,FedDF,0.9302325581395349,0.14305922660099815,0.2976527688366096,86,185,0.24,86,3,severe,0.55,64,1,2064,1,0.5142717226925779,0.5231370342585646,0.004,56,0.16279069767441867,0.2093023255813954
digits,11,FedMD-1r,0.9302325581395349,0.11877471801544798,0.25768030544176607,86,185,0.24,86,3,severe,0.55,64,1,2064,3,0.5142717226925779,0.5231370342585646,0.318,264,0.16279069767441867,0.2093023255813954
digits,11,FedMD-2r,0.9302325581395349,0.10967026411795519,0.26472253301865917,86,185,0.24,86,3,severe,0.55,64,2,4128,3,0.5142717226925779,0.5231370342585646,0.309084,264,0.16279069767441867,0.2093023255813954
digits,11,FedMD,0.9302325581395349,0.10534012987997729,0.25272385476610143,86,185,0.24,86,3,severe,0.55,64,3,6192,3,0.5142717226925779,0.5231370342585646,0.314333,264,0.16279069767441867,0.2093023255813954
digits,11,centralized reference,0.9883720930232558,0.01842066108138175,0.07088171830809457,86,185,0.24,86,3,severe,0.55,64,0,0,1,0.5142717226925779,0.5231370342585646,0.004084,56,0.16279069767441867,0.2093023255813954
wine,0,best local,0.8125,0.13545422085519404,0.17120352970395752,31,67,0.24,32,3,severe,0.55,64,0,0,1,0.6960844861660079,0.5351819828722003,0.003834,56,-0.0625,0.010416666666666666
wine,0,unweighted ensemble,0.875,0.11102783590225218,0.18289120549888396,31,67,0.24,32,3,severe,0.55,64,1,744,3,0.6960844861660079,0.5351819828722003,0.230417,264,-0.0625,0.010416666666666666
wine,0,weighted ensemble,0.84375,0.11368754409449262,0.15268962214117246,31,67,0.24,32,3,severe,0.55,64,1,744,3,0.6960844861660079,0.5351819828722003,0.22325,264,-0.0625,0.010416666666666666
wine,0,hard transfer,0.84375,0.15411168457901203,0.21196716930052933,31,67,0.24,32,3,severe,0.55,64,1,744,1,0.6960844861660079,0.5351819828722003,0.003667,56,-0.0625,0.010416666666666666
wine,0,FedDF,0.96875,0.1150240391912796,0.28864574613571464,31,67,0.24,32,3,severe,0.55,64,1,744,1,0.6960844861660079,0.5351819828722003,0.003584,56,-0.0625,0.010416666666666666
wine,0,FedMD-1r,0.90625,0.1003610731589247,0.21952242210956224,31,67,0.24,32,3,severe,0.55,64,1,744,3,0.6960844861660079,0.5351819828722003,0.224875,264,-0.0625,0.010416666666666666
wine,0,FedMD-2r,0.9375,0.09400066054735116,0.2084720747875314,31,67,0.24,32,3,severe,0.55,64,2,1488,3,0.6960844861660079,0.5351819828722003,0.208917,264,-0.0625,0.010416666666666666
wine,0,FedMD,0.9375,0.09035419690646951,0.20170506735992874,31,67,0.24,32,3,severe,0.55,64,3,2232,3,0.6960844861660079,0.5351819828722003,0.218167,264,-0.0625,0.010416666666666666
wine,0,centralized reference,0.96875,0.03758856447004487,0.06691163397606753,31,67,0.24,32,3,severe,0.55,64,0,0,1,0.6960844861660079,0.5351819828722003,0.003625,56,-0.0625,0.010416666666666666
wine,1,best local,1.0,0.02746779401811162,0.10071139147450518,31,67,0.24,32,3,severe,0.55,64,0,0,1,0.6147891963109354,0.5529479578392622,0.101791,104,0.0625,0.15625
wine,1,unweighted ensemble,1.0,0.08906169891055528,0.28166527190682233,31,67,0.24,32,3,severe,0.55,64,1,744,3,0.6147891963109354,0.5529479578392622,0.213583,264,0.0625,0.15625
wine,1,weighted ensemble,0.96875,0.0510100662220402,0.2026836024540848,31,67,0.24,32,3,severe,0.55,64,1,744,3,0.6147891963109354,0.5529479578392622,0.219167,264,0.0625,0.15625
wine,1,hard transfer,0.90625,0.05448952808044977,0.10744294478070573,31,67,0.24,32,3,severe,0.55,64,1,744,1,0.6147891963109354,0.5529479578392622,0.003667,56,0.0625,0.15625
wine,1,FedDF,0.9375,0.11157246406296328,0.23553807837113908,31,67,0.24,32,3,severe,0.55,64,1,744,1,0.6147891963109354,0.5529479578392622,0.003542,56,0.0625,0.15625
wine,1,FedMD-1r,1.0,0.07135496207649808,0.24800734296586613,31,67,0.24,32,3,severe,0.55,64,1,744,3,0.6147891963109354,0.5529479578392622,0.221042,264,0.0625,0.15625
wine,1,FedMD-2r,1.0,0.06019940510033734,0.2237126730069774,31,67,0.24,32,3,severe,0.55,64,2,1488,3,0.6147891963109354,0.5529479578392622,0.220625,264,0.0625,0.15625
wine,1,FedMD,1.0,0.05461871304377898,0.21075139983242136,31,67,0.24,32,3,severe,0.55,64,3,2232,3,0.6147891963109354,0.5529479578392622,0.219417,264,0.0625,0.15625
wine,1,centralized reference,0.96875,0.022589863458334927,0.06830755883258166,31,67,0.24,32,3,severe,0.55,64,0,0,1,0.6147891963109354,0.5529479578392622,0.0035,56,0.0625,0.15625
wine,2,best local,0.84375,0.0882565357275311,0.15722013023661158,31,67,0.24,32,3,severe,0.55,64,0,0,1,0.7181941699604742,0.5231595849802372,0.110833,104,0.09375,0.15625
wine,2,unweighted ensemble,0.9375,0.11708972524572397,0.2461297283091313,31,67,0.24,32,3,severe,0.55,64,1,744,3,0.7181941699604742,0.5231595849802372,0.222625,264,0.09375,0.15625
wine,2,weighted ensemble,0.90625,0.09239524848386718,0.17893660729618605,31,67,0.24,32,3,severe,0.55,64,1,744,3,0.7181941699604742,0.5231595849802372,0.214167,264,0.09375,0.15625
wine,2,hard transfer,0.96875,0.040560584588194996,0.11929842979533664,31,67,0.24,32,3,severe,0.55,64,1,744,1,0.7181941699604742,0.5231595849802372,0.00375,56,0.09375,0.15625
wine,2,FedDF,0.90625,0.11071751517694638,0.22708417951940832,31,67,0.24,32,3,severe,0.55,64,1,744,1,0.7181941699604742,0.5231595849802372,0.003417,56,0.09375,0.15625
wine,2,FedMD-1r,1.0,0.10106305218775875,0.29615108599870577,31,67,0.24,32,3,severe,0.55,64,1,744,3,0.7181941699604742,0.5231595849802372,0.221791,264,0.09375,0.15625
wine,2,FedMD-2r,1.0,0.09038702154386674,0.2780787259174062,31,67,0.24,32,3,severe,0.55,64,2,1488,3,0.7181941699604742,0.5231595849802372,0.225875,264,0.09375,0.15625
wine,2,FedMD,1.0,0.0845812814894394,0.26777064494674363,31,67,0.24,32,3,severe,0.55,64,3,2232,3,0.7181941699604742,0.5231595849802372,0.225625,264,0.09375,0.15625
wine,2,centralized reference,1.0,0.006042703677217813,0.05519902513174281,31,67,0.24,32,3,severe,0.55,64,0,0,1,0.7181941699604742,0.5231595849802372,0.00375,56,0.09375,0.15625
wine,3,best local,0.78125,0.15416086057979603,0.21453781745907466,31,67,0.24,32,3,severe,0.55,64,0,0,1,0.6453823953823954,0.49638685966810964,0.003834,56,-0.0625,0.041666666666666664
wine,3,unweighted ensemble,0.875,0.12343988527010874,0.240351508723013,31,67,0.24,32,3,severe,0.55,64,1,744,3,0.6453823953823954,0.49638685966810964,0.225583,264,-0.0625,0.041666666666666664
wine,3,weighted ensemble,0.84375,0.1095144112174016,0.21481774648265764,31,67,0.24,32,3,severe,0.55,64,1,744,3,0.6453823953823954,0.49638685966810964,0.2235,264,-0.0625,0.041666666666666664
wine,3,hard transfer,0.96875,0.04013005559790955,0.07221941499382606,31,67,0.24,32,3,severe,0.55,64,1,744,1,0.6453823953823954,0.49638685966810964,0.00375,56,-0.0625,0.041666666666666664
wine,3,FedDF,0.96875,0.11005005430223047,0.2709691576088616,31,67,0.24,32,3,severe,0.55,64,1,744,1,0.6453823953823954,0.49638685966810964,0.003667,56,-0.0625,0.041666666666666664
wine,3,FedMD-1r,0.9375,0.10407707403441274,0.22029720995521457,31,67,0.24,32,3,severe,0.55,64,1,744,3,0.6453823953823954,0.49638685966810964,0.225,264,-0.0625,0.041666666666666664
wine,3,FedMD-2r,0.9375,0.10199060781323882,0.21330251502230824,31,67,0.24,32,3,severe,0.55,64,2,1488,3,0.6453823953823954,0.49638685966810964,0.229334,264,-0.0625,0.041666666666666664
wine,3,FedMD,0.9375,0.10065954118276108,0.20142282199811057,31,67,0.24,32,3,severe,0.55,64,3,2232,3,0.6453823953823954,0.49638685966810964,0.221625,264,-0.0625,0.041666666666666664
wine,3,centralized reference,0.9375,0.025619271946191492,0.08184542078584871,31,67,0.24,32,3,severe,0.55,64,0,0,1,0.6453823953823954,0.49638685966810964,0.003792,56,-0.0625,0.041666666666666664
wine,4,best local,0.96875,0.032833326140329216,0.07046620057825376,31,67,0.24,32,3,severe,0.55,64,0,0,1,0.6263381093544137,0.5092638339920948,0.1105,104,0.0,0.041666666666666664
wine,4,unweighted ensemble,0.9375,0.0988867745902608,0.22558953984001004,31,67,0.24,32,3,severe,0.55,64,1,744,3,0.6263381093544137,0.5092638339920948,0.225458,264,0.0,0.041666666666666664
