n,seed,context,policy,action,utility,deadline_miss,infeasible
12,15,15,Pareto,local-sim,-0.10645745112413912,0,0
12,15,15,oracle,local-sim,-0.10645745112413912,0,0
12,15,15,train-selected fixed,local-sim,-0.10645745112413912,0,0
12,15,15,always invoke-QPU,invoke-QPU,-0.16500678742307912,0,0
12,15,15,always remote-sim,remote-sim,-0.12464382135482857,0,0
12,15,15,always local-sim,local-sim,-0.10645745112413912,0,0
12,15,15,always fallback,fallback,-0.20137113195860215,0,0
12,15,16,P1,local-sim,-0.11403230242704833,0,0
12,15,16,utility-only,local-sim,-0.11403230242704833,0,0
12,15,16,logged-IPW,local-sim,-0.11403230242704833,0,0
12,15,16,LinUCB,local-sim,-0.11403230242704833,0,0
12,15,16,Pareto,local-sim,-0.11403230242704833,0,0
12,15,16,oracle,local-sim,-0.11403230242704833,0,0
12,15,16,train-selected fixed,local-sim,-0.11403230242704833,0,0
12,15,16,always invoke-QPU,invoke-QPU,-0.12396507254049677,0,0
12,15,16,always remote-sim,remote-sim,-0.1861731324613468,0,0
12,15,16,always local-sim,local-sim,-0.11403230242704833,0,0
12,15,16,always fallback,fallback,-0.2226439136107927,0,0
12,15,17,P1,local-sim,-0.09407608868926598,0,0
12,15,17,utility-only,local-sim,-0.09407608868926598,0,0
12,15,17,logged-IPW,local-sim,-0.09407608868926598,0,0
12,15,17,LinUCB,local-sim,-0.09407608868926598,0,0
12,15,17,Pareto,local-sim,-0.09407608868926598,0,0
12,15,17,oracle,local-sim,-0.09407608868926598,0,0
12,15,17,train-selected fixed,local-sim,-0.09407608868926598,0,0
12,15,17,always invoke-QPU,invoke-QPU,-0.13297204677376254,0,0
12,15,17,always remote-sim,remote-sim,-0.3214295546758474,0,0
12,15,17,always local-sim,local-sim,-0.09407608868926598,0,0
12,15,17,always fallback,fallback,-0.18949175255631537,0,0
12,15,18,P1,local-sim,-0.10712934113983107,0,0
12,15,18,utility-only,local-sim,-0.10712934113983107,0,0
12,15,18,logged-IPW,local-sim,-0.10712934113983107,0,0
12,15,18,LinUCB,local-sim,-0.10712934113983107,0,0
12,15,18,Pareto,local-sim,-0.10712934113983107,0,0
12,15,18,oracle,local-sim,-0.10712934113983107,0,0
12,15,18,train-selected fixed,local-sim,-0.10712934113983107,0,0
12,15,18,always invoke-QPU,invoke-QPU,-2.427231962623844,1,0
12,15,18,always remote-sim,remote-sim,-5.749844278176269,1,0
12,15,18,always local-sim,local-sim,-0.10712934113983107,0,0
12,15,18,always fallback,fallback,-0.21249333334458942,0,0
12,15,19,P1,local-sim,-0.1029676277639062,0,0
12,15,19,utility-only,local-sim,-0.1029676277639062,0,0
12,15,19,logged-IPW,local-sim,-0.1029676277639062,0,0
12,15,19,LinUCB,local-sim,-0.1029676277639062,0,0
12,15,19,Pareto,local-sim,-0.1029676277639062,0,0
12,15,19,oracle,local-sim,-0.1029676277639062,0,0
12,15,19,train-selected fixed,local-sim,-0.1029676277639062,0,0
12,15,19,always invoke-QPU,invoke-QPU,-0.12936456864091198,0,0
12,15,19,always remote-sim,remote-sim,-0.22747444053538685,0,0
12,15,19,always local-sim,local-sim,-0.1029676277639062,0,0
12,15,19,always fallback,fallback,-0.18816312324667456,0,0
12,15,20,P1,local-sim,-0.12075550641816332,0,0
12,15,20,utility-only,local-sim,-0.12075550641816332,0,0
12,15,20,logged-IPW,local-sim,-0.12075550641816332,0,0
12,15,20,LinUCB,local-sim,-0.12075550641816332,0,0
12,15,20,Pareto,local-sim,-0.12075550641816332,0,0
12,15,20,oracle,local-sim,-0.12075550641816332,0,0
12,15,20,train-selected fixed,local-sim,-0.12075550641816332,0,0
12,15,20,always invoke-QPU,invoke-QPU,-0.15253147437713355,0,0
12,15,20,always remote-sim,remote-sim,-0.2965241502293824,0,0
12,15,20,always local-sim,local-sim,-0.12075550641816332,0,0
12,15,20,always fallback,fallback,-0.20944074521012168,0,0
12,15,21,P1,local-sim,-0.11223900444931478,0,0
12,15,21,utility-only,local-sim,-0.11223900444931478,0,0
12,15,21,logged-IPW,local-sim,-0.11223900444931478,0,0
12,15,21,LinUCB,local-sim,-0.11223900444931478,0,0
12,15,21,Pareto,local-sim,-0.11223900444931478,0,0
12,15,21,oracle,local-sim,-0.11223900444931478,0,0
12,15,21,train-selected fixed,local-sim,-0.11223900444931478,0,0
12,15,21,always invoke-QPU,invoke-QPU,-7.4092635596433265,1,1
12,15,21,always remote-sim,remote-sim,-10.60456971861553,1,1
12,15,21,always local-sim,local-sim,-0.11223900444931478,0,0
12,15,21,always fallback,fallback,-0.2150051449779565,0,0
12,15,22,P1,local-sim,-0.10428696228832492,0,0
12,15,22,utility-only,local-sim,-0.10428696228832492,0,0
12,15,22,logged-IPW,local-sim,-0.10428696228832492,0,0
12,15,22,LinUCB,remote-sim,-0.1503338519847103,0,0
12,15,22,Pareto,local-sim,-0.10428696228832492,0,0
12,15,22,oracle,local-sim,-0.10428696228832492,0,0
12,15,22,train-selected fixed,local-sim,-0.10428696228832492,0,0
12,15,22,always invoke-QPU,invoke-QPU,-0.11729696594357422,0,0
12,15,22,always remote-sim,remote-sim,-0.1503338519847103,0,0
12,15,22,always local-sim,local-sim,-0.10428696228832492,0,0
12,15,22,always fallback,fallback,-0.1891762926624865,0,0
12,15,23,P1,local-sim,-0.09743056642851367,0,0
12,15,23,utility-only,local-sim,-0.09743056642851367,0,0
12,15,23,logged-IPW,local-sim,-0.09743056642851367,0,0
12,15,23,LinUCB,local-sim,-0.09743056642851367,0,0
12,15,23,Pareto,local-sim,-0.09743056642851367,0,0
12,15,23,oracle,local-sim,-0.09743056642851367,0,0
12,15,23,train-selected fixed,local-sim,-0.09743056642851367,0,0
12,15,23,always invoke-QPU,invoke-QPU,-2.1467659197312865,1,0
12,15,23,always remote-sim,remote-sim,-5.338536331539776,1,0
12,15,23,always local-sim,local-sim,-0.09743056642851367,0,0
12,15,23,always fallback,fallback,-0.20014213642516826,0,0
12,15,24,P1,local-sim,-0.11104225436946034,0,0
12,15,24,utility-only,local-sim,-0.11104225436946034,0,0
12,15,24,logged-IPW,local-sim,-0.11104225436946034,0,0
12,15,24,LinUCB,local-sim,-0.11104225436946034,0,0
12,15,24,Pareto,local-sim,-0.11104225436946034,0,0
12,15,24,oracle,local-sim,-0.11104225436946034,0,0
12,15,24,train-selected fixed,local-sim,-0.11104225436946034,0,0
12,15,24,always invoke-QPU,invoke-QPU,-0.1557350505327083,0,0
12,15,24,always remote-sim,remote-sim,-0.14454993443851855,0,0
12,15,24,always local-sim,local-sim,-0.11104225436946034,0,0
12,15,24,always fallback,fallback,-0.22529551671607795,0,0
12,15,25,P1,local-sim,-0.11693601827319576,0,0
12,15,25,utility-only,local-sim,-0.11693601827319576,0,0
12,15,25,logged-IPW,local-sim,-0.11693601827319576,0,0
12,15,25,LinUCB,local-sim,-0.11693601827319576,0,0
12,15,25,Pareto,local-sim,-0.11693601827319576,0,0
12,15,25,oracle,local-sim,-0.11693601827319576,0,0
12,15,25,train-selected fixed,local-sim,-0.11693601827319576,0,0
12,15,25,always invoke-QPU,invoke-QPU,-7.903363615384872,1,1
12,15,25,always remote-sim,remote-sim,-15.922085927476235,1,1
12,15,25,always local-sim,local-sim,-0.11693601827319576,0,0
12,15,25,always fallback,fallback,-0.2181492336215614,0,0
12,15,26,P1,local-sim,-0.10787740535304188,0,0
12,15,26,utility-only,local-sim,-0.10787740535304188,0,0
12,15,26,logged-IPW,local-sim,-0.10787740535304188,0,0
12,15,26,LinUCB,remote-sim,-0.1663453324366793,0,0
12,15,26,Pareto,local-sim,-0.10787740535304188,0,0
12,15,26,oracle,local-sim,-0.10787740535304188,0,0
12,15,26,train-selected fixed,local-sim,-0.10787740535304188,0,0
12,15,26,always invoke-QPU,invoke-QPU,-0.15500695437300901,0,0
12,15,26,always remote-sim,remote-sim,-0.1663453324366793,0,0
12,15,26,always local-sim,local-sim,-0.10787740535304188,0,0
12,15,26,always fallback,fallback,-0.20139275035650034,0,0
12,15,27,P1,local-sim,-0.10967820092869462,0,0
12,15,27,utility-only,local-sim,-0.10967820092869462,0,0
12,15,27,logged-IPW,local-sim,-0.10967820092869462,0,0
12,15,27,LinUCB,local-sim,-0.10967820092869462,0,0
12,15,27,Pareto,local-sim,-0.10967820092869462,0,0
12,15,27,oracle,local-sim,-0.10967820092869462,0,0
12,15,27,train-selected fixed,local-sim,-0.10967820092869462,0,0
12,15,27,always invoke-QPU,invoke-QPU,-0.1375851933519422,0,0
12,15,27,always remote-sim,remote-sim,-0.21152537827400292,0,0
12,15,27,always local-sim,local-sim,-0.10967820092869462,0,0
12,15,27,always fallback,fallback,-0.21093673391720902,0,0
12,15,28,P1,local-sim,-0.09539132007853209,0,0
12,15,28,utility-only,local-sim,-0.09539132007853209,0,0
12,15,28,logged-IPW,local-sim,-0.09539132007853209,0,0
12,15,28,LinUCB,local-sim,-0.09539132007853209,0,0
12,15,28,Pareto,local-sim,-0.09539132007853209,0,0
12,15,28,oracle,local-sim,-0.09539132007853209,0,0
12,15,28,train-selected fixed,local-sim,-0.09539132007853209,0,0
12,15,28,always invoke-QPU,invoke-QPU,-0.13387652491471552,0,0
12,15,28,always remote-sim,remote-sim,-0.24286903609765065,0,0
12,15,28,always local-sim,local-sim,-0.09539132007853209,0,0
12,15,28,always fallback,fallback,-0.1829214011130818,0,0
12,15,29,P1,local-sim,-0.11610525090937232,0,0
12,15,29,utility-only,local-sim,-0.11610525090937232,0,0
12,15,29,logged-IPW,local-sim,-0.11610525090937232,0,0
12,15,29,LinUCB,local-sim,-0.11610525090937232,0,0
12,15,29,Pareto,local-sim,-0.11610525090937232,0,0
12,15,29,oracle,local-sim,-0.11610525090937232,0,0
12,15,29,train-selected fixed,local-sim,-0.11610525090937232,0,0
12,15,29,always invoke-QPU,invoke-QPU,-2.18876318647018,1,0
12,15,29,always remote-sim,remote-sim,-0.29294116713745155,0,0
12,15,29,always local-sim,local-sim,-0.11610525090937232,0,0
12,15,29,always fallback,fallback,-0.2133615236424328,0,0
12,16,0,P1,local-sim,-0.11497673810276729,0,0
12,16,0,utility-only,local-sim,-0.11497673810276729,0,0
12,16,0,logged-IPW,local-sim,-0.11497673810276729,0,0
12,16,0,LinUCB,local-sim,-0.11497673810276729,0,0
12,16,0,Pareto,local-sim,-0.11497673810276729,0,0
12,16,0,oracle,local-sim,-0.11497673810276729,0,0
12,16,0,train-selected fixed,local-sim,-0.11497673810276729,0,0
12,16,0,always invoke-QPU,invoke-QPU,-8.178765501304532,1,1
12,16,0,always remote-sim,remote-sim,-18.863617709370807,1,1
12,16,0,always local-sim,local-sim,-0.11497673810276729,0,0
12,16,0,always fallback,fallback,-0.19072361874266264,0,0
12,16,1,P1,local-sim,-0.11758529650546018,0,0
12,16,1,utility-only,local-sim,-0.11758529650546018,0,0
12,16,1,logged-IPW,local-sim,-0.11758529650546018,0,0
12,16,1,LinUCB,local-sim,-0.11758529650546018,0,0
12,16,1,Pareto,local-sim,-0.11758529650546018,0,0
12,16,1,oracle,local-sim,-0.11758529650546018,0,0
12,16,1,train-selected fixed,local-sim,-0.11758529650546018,0,0
12,16,1,always invoke-QPU,invoke-QPU,-2.8835466336476316,1,0
12,16,1,always remote-sim,remote-sim,-8.841562021647997,1,0
12,16,1,always local-sim,local-sim,-0.11758529650546018,0,0
12,16,1,always fallback,fallback,-0.20336153093383155,0,0
12,16,2,P1,local-sim,-0.12178316470058351,0,0
12,16,2,utility-only,local-sim,-0.12178316470058351,0,0
12,16,2,logged-IPW,local-sim,-0.12178316470058351,0,0
12,16,2,LinUCB,local-sim,-0.12178316470058351,0,0
12,16,2,Pareto,local-sim,-0.12178316470058351,0,0
12,16,2,oracle,local-sim,-0.12178316470058351,0,0
12,16,2,train-selected fixed,local-sim,-0.12178316470058351,0,0
12,16,2,always invoke-QPU,invoke-QPU,-7.487144070340088,1,1
12,16,2,always remote-sim,remote-sim,-6.628861200055993,1,0
12,16,2,always local-sim,local-sim,-0.12178316470058351,0,0
12,16,2,always fallback,fallback,-0.2089230321154771,0,0
12,16,3,P1,local-sim,-0.10270965346578662,0,0
12,16,3,utility-only,local-sim,-0.10270965346578662,0,0
12,16,3,logged-IPW,local-sim,-0.10270965346578662,0,0
12,16,3,LinUCB,local-sim,-0.10270965346578662,0,0
12,16,3,Pareto,local-sim,-0.10270965346578662,0,0
12,16,3,oracle,local-sim,-0.10270965346578662,0,0
12,16,3,train-selected fixed,local-sim,-0.10270965346578662,0,0
12,16,3,always invoke-QPU,invoke-QPU,-7.319790959076036,1,1
12,16,3,always remote-sim,remote-sim,-10.994666638713936,1,1
12,16,3,always local-sim,local-sim,-0.10270965346578662,0,0
12,16,3,always fallback,fallback,-0.193356329599569,0,0
12,16,4,P1,local-sim,-0.0944678292179246,0,0
12,16,4,utility-only,local-sim,-0.0944678292179246,0,0
12,16,4,logged-IPW,local-sim,-0.0944678292179246,0,0
12,16,4,LinUCB,local-sim,-0.0944678292179246,0,0
12,16,4,Pareto,local-sim,-0.0944678292179246,0,0
12,16,4,oracle,local-sim,-0.0944678292179246,0,0
12,16,4,train-selected fixed,local-sim,-0.0944678292179246,0,0
12,16,4,always invoke-QPU,invoke-QPU,-7.381096651640062,1,1
12,16,4,always remote-sim,remote-sim,-12.38813119726263,1,1
12,16,4,always local-sim,local-sim,-0.0944678292179246,0,0
12,16,4,always fallback,fallback,-0.1969038724419237,0,0
12,16,5,P1,local-sim,-0.10560452599309564,0,0
12,16,5,utility-only,local-sim,-0.10560452599309564,0,0
12,16,5,logged-IPW,local-sim,-0.10560452599309564,0,0
12,16,5,LinUCB,remote-sim,-0.08963318712194775,0,0
12,16,5,Pareto,local-sim,-0.10560452599309564,0,0
12,16,5,oracle,remote-sim,-0.08963318712194775,0,0
12,16,5,train-selected fixed,local-sim,-0.10560452599309564,0,0
12,16,5,always invoke-QPU,invoke-QPU,-0.15322484623118027,0,0
12,16,5,always remote-sim,remote-sim,-0.08963318712194775,0,0
12,16,5,always local-sim,local-sim,-0.10560452599309564,0,0
12,16,5,always fallback,fallback,-0.19798809454632646,0,0
12,16,6,P1,local-sim,-0.10791495077903848,0,0
12,16,6,utility-only,local-sim,-0.10791495077903848,0,0
12,16,6,logged-IPW,local-sim,-0.10791495077903848,0,0
12,16,6,LinUCB,local-sim,-0.10791495077903848,0,0
12,16,6,Pareto,local-sim,-0.10791495077903848,0,0
12,16,6,oracle,local-sim,-0.10791495077903848,0,0
12,16,6,train-selected fixed,local-sim,-0.10791495077903848,0,0
12,16,6,always invoke-QPU,invoke-QPU,-0.13784378231106897,0,0
12,16,6,always remote-sim,remote-sim,-0.19411462651503142,0,0
12,16,6,always local-sim,local-sim,-0.10791495077903848,0,0
12,16,6,always fallback,fallback,-0.2058347044825596,0,0
12,16,7,P1,local-sim,-0.11189533170940368,0,0
12,16,7,utility-only,local-sim,-0.11189533170940368,0,0
12,16,7,logged-IPW,local-sim,-0.11189533170940368,0,0
12,16,7,LinUCB,local-sim,-0.11189533170940368,0,0
12,16,7,Pareto,local-sim,-0.11189533170940368,0,0
12,16,7,oracle,local-sim,-0.11189533170940368,0,0
12,16,7,train-selected fixed,local-sim,-0.11189533170940368,0,0
12,16,7,always invoke-QPU,invoke-QPU,-0.1570598795189555,0,0
12,16,7,always remote-sim,remote-sim,-0.20738199024874046,0,0
12,16,7,always local-sim,local-sim,-0.11189533170940368,0,0
12,16,7,always fallback,fallback,-0.21448080893027371,0,0
12,16,8,P1,local-sim,-0.11698507166928536,0,0
12,16,8,utility-only,local-sim,-0.11698507166928536,0,0
12,16,8,logged-IPW,local-sim,-0.11698507166928536,0,0
12,16,8,LinUCB,local-sim,-0.11698507166928536,0,0
12,16,8,Pareto,local-sim,-0.11698507166928536,0,0
12,16,8,oracle,local-sim,-0.11698507166928536,0,0
12,16,8,train-selected fixed,local-sim,-0.11698507166928536,0,0
12,16,8,always invoke-QPU,invoke-QPU,-0.21288958455470375,0,0
12,16,8,always remote-sim,remote-sim,-0.25564302593092664,0,0
12,16,8,always local-sim,local-sim,-0.11698507166928536,0,0
12,16,8,always fallback,fallback,-0.1955393578273255,0,0
12,16,9,P1,local-sim,-0.10506331332045485,0,0
12,16,9,utility-only,local-sim,-0.10506331332045485,0,0
12,16,9,logged-IPW,local-sim,-0.10506331332045485,0,0
12,16,9,LinUCB,local-sim,-0.10506331332045485,0,0
12,16,9,Pareto,local-sim,-0.10506331332045485,0,0
12,16,9,oracle,local-sim,-0.10506331332045485,0,0
12,16,9,train-selected fixed,local-sim,-0.10506331332045485,0,0
12,16,9,always invoke-QPU,invoke-QPU,-2.1689069478849197,1,0
12,16,9,always remote-sim,remote-sim,-0.2817807064268133,0,0
12,16,9,always local-sim,local-sim,-0.10506331332045485,0,0
12,16,9,always fallback,fallback,-0.19429337700866017,0,0
12,16,10,P1,local-sim,-0.10815078647640194,0,0
12,16,10,utility-only,local-sim,-0.10815078647640194,0,0
12,16,10,logged-IPW,local-sim,-0.10815078647640194,0,0
12,16,10,LinUCB,local-sim,-0.10815078647640194,0,0
12,16,10,Pareto,local-sim,-0.10815078647640194,0,0
12,16,10,oracle,local-sim,-0.10815078647640194,0,0
12,16,10,train-selected fixed,local-sim,-0.10815078647640194,0,0
12,16,10,always invoke-QPU,invoke-QPU,-5.253738569139548,0,1
12,16,10,always remote-sim,remote-sim,-3.1649260156054977,0,0
12,16,10,always local-sim,local-sim,-0.10815078647640194,0,0
12,16,10,always fallback,fallback,-0.21063674987762843,0,0
12,16,11,P1,local-sim,-0.10764194387442817,0,0
12,16,11,utility-only,local-sim,-0.10764194387442817,0,0
12,16,11,logged-IPW,local-sim,-0.10764194387442817,0,0
12,16,11,LinUCB,local-sim,-0.10764194387442817,0,0
12,16,11,Pareto,local-sim,-0.10764194387442817,0,0
12,16,11,oracle,local-sim,-0.10764194387442817,0,0
12,16,11,train-selected fixed,local-sim,-0.10764194387442817,0,0
12,16,11,always invoke-QPU,invoke-QPU,-0.13856442758569792,0,0
12,16,11,always remote-sim,remote-sim,-0.28211902825807145,0,0
12,16,11,always local-sim,local-sim,-0.10764194387442817,0,0
12,16,11,always fallback,fallback,-0.20618247532921974,0,0
12,16,12,P1,local-sim,-0.10444288639382461,0,0
12,16,12,utility-only,local-sim,-0.10444288639382461,0,0
12,16,12,logged-IPW,local-sim,-0.10444288639382461,0,0
12,16,12,LinUCB,local-sim,-0.10444288639382461,0,0
12,16,12,Pareto,local-sim,-0.10444288639382461,0,0
12,16,12,oracle,local-sim,-0.10444288639382461,0,0
12,16,12,train-selected fixed,local-sim,-0.10444288639382461,0,0
12,16,12,always invoke-QPU,invoke-QPU,-2.3367398499604883,1,0
12,16,12,always remote-sim,remote-sim,-0.13990819185240577,0,0
12,16,12,always local-sim,local-sim,-0.10444288639382461,0,0
12,16,12,always fallback,fallback,-0.20682112968641908,0,0
12,16,13,P1,local-sim,-0.10796425310122414,0,0
12,16,13,utility-only,local-sim,-0.10796425310122414,0,0
12,16,13,logged-IPW,local-sim,-0.10796425310122414,0,0
12,16,13,LinUCB,local-sim,-0.10796425310122414,0,0
12,16,13,Pareto,local-sim,-0.10796425310122414,0,0
12,16,13,oracle,local-sim,-0.10796425310122414,0,0
12,16,13,train-selected fixed,local-sim,-0.10796425310122414,0,0
12,16,13,always invoke-QPU,invoke-QPU,-2.2361321545460506,1,0
12,16,13,always remote-sim,remote-sim,-9.891698365424688,0,1
12,16,13,always local-sim,local-sim,-0.10796425310122414,0,0
12,16,13,always fallback,fallback,-0.21541881775144875,0,0
12,16,14,P1,local-sim,-0.10106886048713437,0,0
12,16,14,utility-only,local-sim,-0.10106886048713437,0,0
12,16,14,logged-IPW,local-sim,-0.10106886048713437,0,0
12,16,14,LinUCB,local-sim,-0.10106886048713437,0,0
12,16,14,Pareto,local-sim,-0.10106886048713437,0,0
12,16,14,oracle,local-sim,-0.10106886048713437,0,0
12,16,14,train-selected fixed,local-sim,-0.10106886048713437,0,0
12,16,14,always invoke-QPU,invoke-QPU,-2.205759448087721,1,0
12,16,14,always remote-sim,remote-sim,-5.905411869822164,1,0
12,16,14,always local-sim,local-sim,-0.10106886048713437,0,0
12,16,14,always fallback,fallback,-0.20185475601425887,0,0
12,16,15,P1,local-sim,-0.10937716595465272,0,0
12,16,15,utility-only,local-sim,-0.10937716595465272,0,0
12,16,15,logged-IPW,local-sim,-0.10937716595465272,0,0
12,16,15,LinUCB,local-sim,-0.10937716595465272,0,0
12,16,15,Pareto,local-sim,-0.10937716595465272,0,0
12,16,15,oracle,local-sim,-0.10937716595465272,0,0
12,16,15,train-selected fixed,local-sim,-0.10937716595465272,0,0
12,16,15,always invoke-QPU,invoke-QPU,-0.2461841411063343,0,0
12,16,15,always remote-sim,remote-sim,-0.2066289580336495,0,0
12,16,15,always local-sim,local-sim,-0.10937716595465272,0,0
12,16,15,always fallback,fallback,-0.19527910236716362,0,0
12,16,16,P1,local-sim,-0.09929674268925522,0,0
12,16,16,utility-only,local-sim,-0.09929674268925522,0,0
12,16,16,logged-IPW,local-sim,-0.09929674268925522,0,0
12,16,16,LinUCB,local-sim,-0.09929674268925522,0,0
12,16,16,Pareto,local-sim,-0.09929674268925522,0,0
12,16,16,oracle,local-sim,-0.09929674268925522,0,0
12,16,16,train-selected fixed,local-sim,-0.09929674268925522,0,0
12,16,16,always invoke-QPU,invoke-QPU,-0.11416993925617945,0,0
12,16,16,always remote-sim,remote-sim,-0.24658719121000786,0,0
12,16,16,always local-sim,local-sim,-0.09929674268925522,0,0
12,16,16,always fallback,fallback,-0.19949300258371602,0,0
12,16,17,P1,local-sim,-0.09776713634779897,0,0
12,16,17,utility-only,local-sim,-0.09776713634779897,0,0
12,16,17,logged-IPW,local-sim,-0.09776713634779897,0,0
12,16,17,LinUCB,local-sim,-0.09776713634779897,0,0
12,16,17,Pareto,local-sim,-0.09776713634779897,0,0
12,16,17,oracle,local-sim,-0.09776713634779897,0,0
12,16,17,train-selected fixed,local-sim,-0.09776713634779897,0,0
12,16,17,always invoke-QPU,invoke-QPU,-0.12659761350532994,0,0
12,16,17,always remote-sim,remote-sim,-0.1168914991693979,0,0
12,16,17,always local-sim,local-sim,-0.09776713634779897,0,0
12,16,17,always fallback,fallback,-0.20079888831221174,0,0
12,16,18,P1,local-sim,-0.10150722021525178,0,0
12,16,18,utility-only,local-sim,-0.10150722021525178,0,0
12,16,18,logged-IPW,local-sim,-0.10150722021525178,0,0
12,16,18,LinUCB,local-sim,-0.10150722021525178,0,0
12,16,18,Pareto,local-sim,-0.10150722021525178,0,0
12,16,18,oracle,local-sim,-0.10150722021525178,0,0
12,16,18,train-selected fixed,local-sim,-0.10150722021525178,0,0
12,16,18,always invoke-QPU,invoke-QPU,-2.117127278917612,1,0
12,16,18,always remote-sim,remote-sim,-0.15491289383637696,0,0
12,16,18,always local-sim,local-sim,-0.10150722021525178,0,0
12,16,18,always fallback,fallback,-0.19908120295183676,0,0
12,16,19,P1,local-sim,-0.10278568148136533,0,0
12,16,19,utility-only,local-sim,-0.10278568148136533,0,0
12,16,19,logged-IPW,local-sim,-0.10278568148136533,0,0
12,16,19,LinUCB,local-sim,-0.10278568148136533,0,0
12,16,19,Pareto,local-sim,-0.10278568148136533,0,0
12,16,19,oracle,local-sim,-0.10278568148136533,0,0
12,16,19,train-selected fixed,local-sim,-0.10278568148136533,0,0
12,16,19,always invoke-QPU,invoke-QPU,-2.130236753536486,1,0
12,16,19,always remote-sim,remote-sim,-0.2581858567566886,0,0
12,16,19,always local-sim,local-sim,-0.10278568148136533,0,0
12,16,19,always fallback,fallback,-0.20559137847117293,0,0
12,16,20,P1,local-sim,-0.10038637802731488,0,0
12,16,20,utility-only,local-sim,-0.10038637802731488,0,0
12,16,20,logged-IPW,local-sim,-0.10038637802731488,0,0
12,16,20,LinUCB,remote-sim,-0.20504053955789237,0,0
12,16,20,Pareto,local-sim,-0.10038637802731488,0,0
12,16,20,oracle,local-sim,-0.10038637802731488,0,0
12,16,20,train-selected fixed,local-sim,-0.10038637802731488,0,0
12,16,20,always invoke-QPU,invoke-QPU,-2.1554270566290006,1,0
12,16,20,always remote-sim,remote-sim,-0.20504053955789237,0,0
12,16,20,always local-sim,local-sim,-0.10038637802731488,0,0
12,16,20,always fallback,fallback,-0.18992193022455015,0,0
12,16,21,P1,local-sim,-0.10613508791924468,0,0
12,16,21,utility-only,local-sim,-0.10613508791924468,0,0
12,16,21,logged-IPW,local-sim,-0.10613508791924468,0,0
12,16,21,LinUCB,local-sim,-0.10613508791924468,0,0
12,16,21,Pareto,local-sim,-0.10613508791924468,0,0
12,16,21,oracle,local-sim,-0.10613508791924468,0,0
12,16,21,train-selected fixed,local-sim,-0.10613508791924468,0,0
12,16,21,always invoke-QPU,invoke-QPU,-0.24611991379272874,0,0
12,16,21,always remote-sim,remote-sim,-0.21435154125797096,0,0
12,16,21,always local-sim,local-sim,-0.10613508791924468,0,0
12,16,21,always fallback,fallback,-0.1887750822023827,0,0
12,16,22,P1,local-sim,-0.10521255149933743,0,0
12,16,22,utility-only,local-sim,-0.10521255149933743,0,0
12,16,22,logged-IPW,local-sim,-0.10521255149933743,0,0
12,16,22,LinUCB,local-sim,-0.10521255149933743,0,0
12,16,22,Pareto,local-sim,-0.10521255149933743,0,0
12,16,22,oracle,local-sim,-0.10521255149933743,0,0
12,16,22,train-selected fixed,local-sim,-0.10521255149933743,0,0
12,16,22,always invoke-QPU,invoke-QPU,-2.1959553055059726,1,0
12,16,22,always remote-sim,remote-sim,-9.636166332646706,1,1
12,16,22,always local-sim,local-sim,-0.10521255149933743,0,0
12,16,22,always fallback,fallback,-0.1916617774382704,0,0
12,16,23,P1,local-sim,-0.10666203406029882,0,0
12,16,23,utility-only,local-sim,-0.10666203406029882,0,0
12,16,23,logged-IPW,local-sim,-0.10666203406029882,0,0
12,16,23,LinUCB,remote-sim,-0.12656027530756603,0,0
12,16,23,Pareto,local-sim,-0.10666203406029882,0,0
12,16,23,oracle,local-sim,-0.10666203406029882,0,0
12,16,23,train-selected fixed,local-sim,-0.10666203406029882,0,0
12,16,23,always invoke-QPU,invoke-QPU,-0.155702409626784,0,0
12,16,23,always remote-sim,remote-sim,-0.12656027530756603,0,0
12,16,23,always local-sim,local-sim,-0.10666203406029882,0,0
12,16,23,always fallback,fallback,-0.18300774608712364,0,0
12,16,24,P1,local-sim,-0.12132107722799067,0,0
12,16,24,utility-only,local-sim,-0.12132107722799067,0,0
12,16,24,logged-IPW,local-sim,-0.12132107722799067,0,0
12,16,24,LinUCB,remote-sim,-0.20467735301931805,0,0
12,16,24,Pareto,local-sim,-0.12132107722799067,0,0
12,16,24,oracle,local-sim,-0.12132107722799067,0,0
12,16,24,train-selected fixed,local-sim,-0.12132107722799067,0,0
12,16,24,always invoke-QPU,invoke-QPU,-2.192411315077167,1,0
12,16,24,always remote-sim,remote-sim,-0.20467735301931805,0,0
12,16,24,always local-sim,local-sim,-0.12132107722799067,0,0
12,16,24,always fallback,fallback,-0.19450724288011723,0,0
12,16,25,P1,local-sim,-0.10807897195558284,0,0
12,16,25,utility-only,local-sim,-0.10807897195558284,0,0
12,16,25,logged-IPW,local-sim,-0.10807897195558284,0,0
12,16,25,LinUCB,local-sim,-0.10807897195558284,0,0
12,16,25,Pareto,local-sim,-0.10807897195558284,0,0
12,16,25,oracle,local-sim,-0.10807897195558284,0,0
12,16,25,train-selected fixed,local-sim,-0.10807897195558284,0,0
12,16,25,always invoke-QPU,invoke-QPU,-0.1649029107748065,0,0
12,16,25,always remote-sim,remote-sim,-0.2294542914443488,0,0
12,16,25,always local-sim,local-sim,-0.10807897195558284,0,0
12,16,25,always fallback,fallback,-0.1998225706810469,0,0
12,16,26,P1,local-sim,-0.10670159925404848,0,0
