n,seed,context,policy,action,utility,deadline_miss,infeasible
20,12,17,always remote-sim,remote-sim,-0.15798406899577322,0,0
20,12,17,always local-sim,local-sim,-6.044131788437076,1,0
20,12,17,always fallback,fallback,-0.19514134799728644,0,0
20,12,18,P1,remote-sim,-0.18192221250425952,0,0
20,12,18,utility-only,remote-sim,-0.18192221250425952,0,0
20,12,18,logged-IPW,remote-sim,-0.18192221250425952,0,0
20,12,18,LinUCB,fallback,-0.20026715484958466,0,0
20,12,18,Pareto,remote-sim,-0.18192221250425952,0,0
20,12,18,oracle,invoke-QPU,-0.15802418943666502,0,0
20,12,18,train-selected fixed,fallback,-0.20026715484958466,0,0
20,12,18,always invoke-QPU,invoke-QPU,-0.15802418943666502,0,0
20,12,18,always remote-sim,remote-sim,-0.18192221250425952,0,0
20,12,18,always local-sim,local-sim,-7.001953043489834,1,0
20,12,18,always fallback,fallback,-0.20026715484958466,0,0
20,12,19,P1,fallback,-0.2168222066998791,0,0
20,12,19,utility-only,fallback,-0.2168222066998791,0,0
20,12,19,logged-IPW,fallback,-0.2168222066998791,0,0
20,12,19,LinUCB,fallback,-0.2168222066998791,0,0
20,12,19,Pareto,invoke-QPU,-7.541883781698229,1,1
20,12,19,oracle,fallback,-0.2168222066998791,0,0
20,12,19,train-selected fixed,fallback,-0.2168222066998791,0,0
20,12,19,always invoke-QPU,invoke-QPU,-7.541883781698229,1,1
20,12,19,always remote-sim,remote-sim,-9.9358870653068,1,0
20,12,19,always local-sim,local-sim,-6.396914865463968,1,0
20,12,19,always fallback,fallback,-0.2168222066998791,0,0
20,12,20,P1,remote-sim,-0.1718193685190607,0,0
20,12,20,utility-only,remote-sim,-0.1718193685190607,0,0
20,12,20,logged-IPW,invoke-QPU,-0.16256636045380507,0,0
20,12,20,LinUCB,fallback,-0.2187347608853773,0,0
20,12,20,Pareto,remote-sim,-0.1718193685190607,0,0
20,12,20,oracle,invoke-QPU,-0.16256636045380507,0,0
20,12,20,train-selected fixed,fallback,-0.2187347608853773,0,0
20,12,20,always invoke-QPU,invoke-QPU,-0.16256636045380507,0,0
20,12,20,always remote-sim,remote-sim,-0.1718193685190607,0,0
20,12,20,always local-sim,local-sim,-8.265320131945765,1,0
20,12,20,always fallback,fallback,-0.2187347608853773,0,0
20,12,21,P1,invoke-QPU,-0.1401800047772984,0,0
20,12,21,utility-only,invoke-QPU,-0.1401800047772984,0,0
20,12,21,logged-IPW,fallback,-0.19550406348836094,0,0
20,12,21,LinUCB,remote-sim,-0.2226160776960554,0,0
20,12,21,Pareto,remote-sim,-0.2226160776960554,0,0
20,12,21,oracle,invoke-QPU,-0.1401800047772984,0,0
20,12,21,train-selected fixed,fallback,-0.19550406348836094,0,0
20,12,21,always invoke-QPU,invoke-QPU,-0.1401800047772984,0,0
20,12,21,always remote-sim,remote-sim,-0.2226160776960554,0,0
20,12,21,always local-sim,local-sim,-7.552720502445754,1,0
20,12,21,always fallback,fallback,-0.19550406348836094,0,0
20,12,22,P1,fallback,-0.20228476965642506,0,0
20,12,22,utility-only,fallback,-0.20228476965642506,0,0
20,12,22,logged-IPW,fallback,-0.20228476965642506,0,0
20,12,22,LinUCB,fallback,-0.20228476965642506,0,0
20,12,22,Pareto,fallback,-0.20228476965642506,0,0
20,12,22,oracle,fallback,-0.20228476965642506,0,0
20,12,22,train-selected fixed,fallback,-0.20228476965642506,0,0
20,12,22,always invoke-QPU,invoke-QPU,-7.313318969661324,1,1
20,12,22,always remote-sim,remote-sim,-4.872404838130097,1,0
20,12,22,always local-sim,local-sim,-6.915410737779672,1,0
20,12,22,always fallback,fallback,-0.20228476965642506,0,0
20,12,23,P1,invoke-QPU,-0.14730821770309493,0,0
20,12,23,utility-only,invoke-QPU,-0.14730821770309493,0,0
20,12,23,logged-IPW,fallback,-0.18589170718968992,0,0
20,12,23,LinUCB,remote-sim,-0.1937588393508196,0,0
20,12,23,Pareto,remote-sim,-0.1937588393508196,0,0
20,12,23,oracle,invoke-QPU,-0.14730821770309493,0,0
20,12,23,train-selected fixed,fallback,-0.18589170718968992,0,0
20,12,23,always invoke-QPU,invoke-QPU,-0.14730821770309493,0,0
20,12,23,always remote-sim,remote-sim,-0.1937588393508196,0,0
20,12,23,always local-sim,local-sim,-7.739921930232024,1,0
20,12,23,always fallback,fallback,-0.18589170718968992,0,0
20,12,24,P1,invoke-QPU,-0.16409487738110617,0,0
20,12,24,utility-only,invoke-QPU,-0.16409487738110617,0,0
20,12,24,logged-IPW,fallback,-0.18555194195983868,0,0
20,12,24,LinUCB,fallback,-0.18555194195983868,0,0
20,12,24,Pareto,remote-sim,-0.2420714347591847,0,0
20,12,24,oracle,invoke-QPU,-0.16409487738110617,0,0
20,12,24,train-selected fixed,fallback,-0.18555194195983868,0,0
20,12,24,always invoke-QPU,invoke-QPU,-0.16409487738110617,0,0
20,12,24,always remote-sim,remote-sim,-0.2420714347591847,0,0
20,12,24,always local-sim,local-sim,-7.105609091789182,1,0
20,12,24,always fallback,fallback,-0.18555194195983868,0,0
20,12,25,P1,remote-sim,-0.21434149450474507,0,0
20,12,25,utility-only,remote-sim,-0.21434149450474507,0,0
20,12,25,logged-IPW,fallback,-0.21972169069073186,0,0
20,12,25,LinUCB,fallback,-0.21972169069073186,0,0
20,12,25,Pareto,remote-sim,-0.21434149450474507,0,0
20,12,25,oracle,remote-sim,-0.21434149450474507,0,0
20,12,25,train-selected fixed,fallback,-0.21972169069073186,0,0
20,12,25,always invoke-QPU,invoke-QPU,-2.251766872849698,1,0
20,12,25,always remote-sim,remote-sim,-0.21434149450474507,0,0
20,12,25,always local-sim,local-sim,-8.920263076734845,1,0
20,12,25,always fallback,fallback,-0.21972169069073186,0,0
20,12,26,P1,fallback,-0.20286143145334304,0,0
20,12,26,utility-only,fallback,-0.20286143145334304,0,0
20,12,26,logged-IPW,remote-sim,-0.18600758510194643,0,0
20,12,26,LinUCB,fallback,-0.20286143145334304,0,0
20,12,26,Pareto,remote-sim,-0.18600758510194643,0,0
20,12,26,oracle,invoke-QPU,-0.1439530962607778,0,0
20,12,26,train-selected fixed,fallback,-0.20286143145334304,0,0
20,12,26,always invoke-QPU,invoke-QPU,-0.1439530962607778,0,0
20,12,26,always remote-sim,remote-sim,-0.18600758510194643,0,0
20,12,26,always local-sim,local-sim,-6.2683680565289155,1,0
20,12,26,always fallback,fallback,-0.20286143145334304,0,0
20,12,27,P1,fallback,-0.18831292671358985,0,0
20,12,27,utility-only,fallback,-0.18831292671358985,0,0
20,12,27,logged-IPW,fallback,-0.18831292671358985,0,0
20,12,27,LinUCB,remote-sim,-0.20257430432526236,0,0
20,12,27,Pareto,remote-sim,-0.20257430432526236,0,0
20,12,27,oracle,invoke-QPU,-0.12205340853086839,0,0
20,12,27,train-selected fixed,fallback,-0.18831292671358985,0,0
20,12,27,always invoke-QPU,invoke-QPU,-0.12205340853086839,0,0
20,12,27,always remote-sim,remote-sim,-0.20257430432526236,0,0
20,12,27,always local-sim,local-sim,-6.272601051486868,1,0
20,12,27,always fallback,fallback,-0.18831292671358985,0,0
20,12,28,P1,fallback,-0.20948998478779612,0,0
20,12,28,utility-only,fallback,-0.20948998478779612,0,0
20,12,28,logged-IPW,fallback,-0.20948998478779612,0,0
20,12,28,LinUCB,fallback,-0.20948998478779612,0,0
20,12,28,Pareto,invoke-QPU,-2.8912110818798453,1,0
20,12,28,oracle,fallback,-0.20948998478779612,0,0
20,12,28,train-selected fixed,fallback,-0.20948998478779612,0,0
20,12,28,always invoke-QPU,invoke-QPU,-2.8912110818798453,1,0
20,12,28,always remote-sim,remote-sim,-10.942390598122929,1,0
20,12,28,always local-sim,local-sim,-7.892511182353763,1,0
20,12,28,always fallback,fallback,-0.20948998478779612,0,0
20,12,29,P1,fallback,-0.19955267929479573,0,0
20,12,29,utility-only,fallback,-0.19955267929479573,0,0
20,12,29,logged-IPW,fallback,-0.19955267929479573,0,0
20,12,29,LinUCB,fallback,-0.19955267929479573,0,0
20,12,29,Pareto,invoke-QPU,-7.231477536757085,1,1
20,12,29,oracle,fallback,-0.19955267929479573,0,0
20,12,29,train-selected fixed,fallback,-0.19955267929479573,0,0
20,12,29,always invoke-QPU,invoke-QPU,-7.231477536757085,1,1
20,12,29,always remote-sim,remote-sim,-11.2957054368238,1,1
20,12,29,always local-sim,local-sim,-5.010109676920301,1,0
20,12,29,always fallback,fallback,-0.19955267929479573,0,0
20,13,0,P1,fallback,-0.2164411892312924,0,0
20,13,0,utility-only,fallback,-0.2164411892312924,0,0
20,13,0,logged-IPW,fallback,-0.2164411892312924,0,0
20,13,0,LinUCB,fallback,-0.2164411892312924,0,0
20,13,0,Pareto,remote-sim,-0.4409953314014453,0,0
20,13,0,oracle,invoke-QPU,-0.13868958155365302,0,0
20,13,0,train-selected fixed,fallback,-0.2164411892312924,0,0
20,13,0,always invoke-QPU,invoke-QPU,-0.13868958155365302,0,0
20,13,0,always remote-sim,remote-sim,-0.4409953314014453,0,0
20,13,0,always local-sim,local-sim,-5.323732834144604,1,0
20,13,0,always fallback,fallback,-0.2164411892312924,0,0
20,13,1,P1,fallback,-0.22325412603954492,0,0
20,13,1,utility-only,fallback,-0.22325412603954492,0,0
20,13,1,logged-IPW,fallback,-0.22325412603954492,0,0
20,13,1,LinUCB,fallback,-0.22325412603954492,0,0
20,13,1,Pareto,remote-sim,-0.25936506704517837,0,0
20,13,1,oracle,fallback,-0.22325412603954492,0,0
20,13,1,train-selected fixed,fallback,-0.22325412603954492,0,0
20,13,1,always invoke-QPU,invoke-QPU,-2.2976799918680335,1,0
20,13,1,always remote-sim,remote-sim,-0.25936506704517837,0,0
20,13,1,always local-sim,local-sim,-8.302852374872371,1,0
20,13,1,always fallback,fallback,-0.22325412603954492,0,0
20,13,2,P1,fallback,-0.19222428700492197,0,0
20,13,2,utility-only,fallback,-0.19222428700492197,0,0
20,13,2,logged-IPW,fallback,-0.19222428700492197,0,0
20,13,2,LinUCB,invoke-QPU,-0.18848961335731867,0,0
20,13,2,Pareto,remote-sim,-0.3012618251692598,0,0
20,13,2,oracle,invoke-QPU,-0.18848961335731867,0,0
20,13,2,train-selected fixed,fallback,-0.19222428700492197,0,0
20,13,2,always invoke-QPU,invoke-QPU,-0.18848961335731867,0,0
20,13,2,always remote-sim,remote-sim,-0.3012618251692598,0,0
20,13,2,always local-sim,local-sim,-8.748240372500266,1,0
20,13,2,always fallback,fallback,-0.19222428700492197,0,0
20,13,3,P1,remote-sim,-0.191239448417597,0,0
20,13,3,utility-only,remote-sim,-0.191239448417597,0,0
20,13,3,logged-IPW,invoke-QPU,-0.132299283005197,0,0
20,13,3,LinUCB,fallback,-0.2063186743384372,0,0
20,13,3,Pareto,remote-sim,-0.191239448417597,0,0
20,13,3,oracle,invoke-QPU,-0.132299283005197,0,0
20,13,3,train-selected fixed,fallback,-0.2063186743384372,0,0
20,13,3,always invoke-QPU,invoke-QPU,-0.132299283005197,0,0
20,13,3,always remote-sim,remote-sim,-0.191239448417597,0,0
20,13,3,always local-sim,local-sim,-6.234158416859322,1,0
20,13,3,always fallback,fallback,-0.2063186743384372,0,0
20,13,4,P1,fallback,-0.1977313596346159,0,0
20,13,4,utility-only,fallback,-0.1977313596346159,0,0
20,13,4,logged-IPW,fallback,-0.1977313596346159,0,0
20,13,4,LinUCB,fallback,-0.1977313596346159,0,0
20,13,4,Pareto,fallback,-0.1977313596346159,0,0
20,13,4,oracle,fallback,-0.1977313596346159,0,0
20,13,4,train-selected fixed,fallback,-0.1977313596346159,0,0
20,13,4,always invoke-QPU,invoke-QPU,-7.668422297977028,1,1
20,13,4,always remote-sim,remote-sim,-21.135037483468174,1,1
20,13,4,always local-sim,local-sim,-5.760159544783244,1,0
20,13,4,always fallback,fallback,-0.1977313596346159,0,0
20,13,5,P1,fallback,-0.19715746957848285,0,0
20,13,5,utility-only,fallback,-0.19715746957848285,0,0
20,13,5,logged-IPW,fallback,-0.19715746957848285,0,0
20,13,5,LinUCB,remote-sim,-0.1958582163159151,0,0
20,13,5,Pareto,invoke-QPU,-2.207585837199727,1,0
20,13,5,oracle,remote-sim,-0.1958582163159151,0,0
20,13,5,train-selected fixed,fallback,-0.19715746957848285,0,0
20,13,5,always invoke-QPU,invoke-QPU,-2.207585837199727,1,0
20,13,5,always remote-sim,remote-sim,-0.1958582163159151,0,0
20,13,5,always local-sim,local-sim,-7.378011499214415,1,0
20,13,5,always fallback,fallback,-0.19715746957848285,0,0
20,13,6,P1,invoke-QPU,-0.11468589970944155,0,0
20,13,6,utility-only,invoke-QPU,-0.11468589970944155,0,0
20,13,6,logged-IPW,invoke-QPU,-0.11468589970944155,0,0
20,13,6,LinUCB,invoke-QPU,-0.11468589970944155,0,0
20,13,6,Pareto,remote-sim,-0.16601152047519535,0,0
20,13,6,oracle,invoke-QPU,-0.11468589970944155,0,0
20,13,6,train-selected fixed,fallback,-0.20388110362448783,0,0
20,13,6,always invoke-QPU,invoke-QPU,-0.11468589970944155,0,0
20,13,6,always remote-sim,remote-sim,-0.16601152047519535,0,0
20,13,6,always local-sim,local-sim,-4.896304283004259,1,0
20,13,6,always fallback,fallback,-0.20388110362448783,0,0
20,13,7,P1,remote-sim,-0.20072618072731793,0,0
20,13,7,utility-only,remote-sim,-0.20072618072731793,0,0
20,13,7,logged-IPW,fallback,-0.2116999419097479,0,0
20,13,7,LinUCB,fallback,-0.2116999419097479,0,0
20,13,7,Pareto,remote-sim,-0.20072618072731793,0,0
20,13,7,oracle,remote-sim,-0.20072618072731793,0,0
20,13,7,train-selected fixed,fallback,-0.2116999419097479,0,0
20,13,7,always invoke-QPU,invoke-QPU,-0.21165090988722884,0,0
20,13,7,always remote-sim,remote-sim,-0.20072618072731793,0,0
20,13,7,always local-sim,local-sim,-6.7585562146126685,1,0
20,13,7,always fallback,fallback,-0.2116999419097479,0,0
20,13,8,P1,remote-sim,-0.19442806311358973,0,0
20,13,8,utility-only,remote-sim,-0.19442806311358973,0,0
20,13,8,logged-IPW,fallback,-0.22161239420127118,0,0
20,13,8,LinUCB,fallback,-0.22161239420127118,0,0
20,13,8,Pareto,remote-sim,-0.19442806311358973,0,0
20,13,8,oracle,remote-sim,-0.19442806311358973,0,0
20,13,8,train-selected fixed,fallback,-0.22161239420127118,0,0
20,13,8,always invoke-QPU,invoke-QPU,-0.24457798460120134,0,0
20,13,8,always remote-sim,remote-sim,-0.19442806311358973,0,0
20,13,8,always local-sim,local-sim,-7.524842287398898,1,0
20,13,8,always fallback,fallback,-0.22161239420127118,0,0
20,13,9,P1,fallback,-0.20958593868197342,0,0
20,13,9,utility-only,fallback,-0.20958593868197342,0,0
20,13,9,logged-IPW,fallback,-0.20958593868197342,0,0
20,13,9,LinUCB,fallback,-0.20958593868197342,0,0
20,13,9,Pareto,invoke-QPU,-7.452383660492499,1,1
20,13,9,oracle,fallback,-0.20958593868197342,0,0
20,13,9,train-selected fixed,fallback,-0.20958593868197342,0,0
20,13,9,always invoke-QPU,invoke-QPU,-7.452383660492499,1,1
20,13,9,always remote-sim,remote-sim,-11.317805870590222,1,1
20,13,9,always local-sim,local-sim,-7.59697153545984,1,0
20,13,9,always fallback,fallback,-0.20958593868197342,0,0
20,13,10,P1,fallback,-0.2071846454073251,0,0
20,13,10,utility-only,fallback,-0.2071846454073251,0,0
20,13,10,logged-IPW,fallback,-0.2071846454073251,0,0
20,13,10,LinUCB,fallback,-0.2071846454073251,0,0
20,13,10,Pareto,remote-sim,-0.33684183802999246,0,0
20,13,10,oracle,invoke-QPU,-0.14792098079347635,0,0
20,13,10,train-selected fixed,fallback,-0.2071846454073251,0,0
20,13,10,always invoke-QPU,invoke-QPU,-0.14792098079347635,0,0
20,13,10,always remote-sim,remote-sim,-0.33684183802999246,0,0
20,13,10,always local-sim,local-sim,-6.256459679310275,1,0
20,13,10,always fallback,fallback,-0.2071846454073251,0,0
20,13,11,P1,fallback,-0.1840002587376758,0,0
20,13,11,utility-only,fallback,-0.1840002587376758,0,0
20,13,11,logged-IPW,fallback,-0.1840002587376758,0,0
20,13,11,LinUCB,fallback,-0.1840002587376758,0,0
20,13,11,Pareto,invoke-QPU,-2.54252809503902,1,0
20,13,11,oracle,fallback,-0.1840002587376758,0,0
20,13,11,train-selected fixed,fallback,-0.1840002587376758,0,0
20,13,11,always invoke-QPU,invoke-QPU,-2.54252809503902,1,0
20,13,11,always remote-sim,remote-sim,-7.714704991893093,0,1
20,13,11,always local-sim,local-sim,-8.180106871293429,1,0
20,13,11,always fallback,fallback,-0.1840002587376758,0,0
20,13,12,P1,fallback,-0.18150277798948325,0,0
20,13,12,utility-only,fallback,-0.18150277798948325,0,0
20,13,12,logged-IPW,fallback,-0.18150277798948325,0,0
20,13,12,LinUCB,fallback,-0.18150277798948325,0,0
20,13,12,Pareto,invoke-QPU,-2.2143515679187704,1,0
20,13,12,oracle,fallback,-0.18150277798948325,0,0
20,13,12,train-selected fixed,fallback,-0.18150277798948325,0,0
20,13,12,always invoke-QPU,invoke-QPU,-2.2143515679187704,1,0
20,13,12,always remote-sim,remote-sim,-5.831510306066937,1,0
20,13,12,always local-sim,local-sim,-5.183264699452088,1,0
20,13,12,always fallback,fallback,-0.18150277798948325,0,0
20,13,13,P1,invoke-QPU,-0.16341112745628256,0,0
20,13,13,utility-only,invoke-QPU,-0.16341112745628256,0,0
20,13,13,logged-IPW,fallback,-0.20231077541100279,0,0
20,13,13,LinUCB,invoke-QPU,-0.16341112745628256,0,0
20,13,13,Pareto,remote-sim,-0.19561951632309288,0,0
20,13,13,oracle,invoke-QPU,-0.16341112745628256,0,0
20,13,13,train-selected fixed,fallback,-0.20231077541100279,0,0
20,13,13,always invoke-QPU,invoke-QPU,-0.16341112745628256,0,0
20,13,13,always remote-sim,remote-sim,-0.19561951632309288,0,0
20,13,13,always local-sim,local-sim,-8.431700334639977,1,0
20,13,13,always fallback,fallback,-0.20231077541100279,0,0
20,13,14,P1,fallback,-0.1950264391685985,0,0
20,13,14,utility-only,fallback,-0.1950264391685985,0,0
20,13,14,logged-IPW,fallback,-0.1950264391685985,0,0
20,13,14,LinUCB,remote-sim,-0.19941851249694675,0,0
20,13,14,Pareto,remote-sim,-0.19941851249694675,0,0
20,13,14,oracle,invoke-QPU,-0.14151566667702634,0,0
20,13,14,train-selected fixed,fallback,-0.1950264391685985,0,0
20,13,14,always invoke-QPU,invoke-QPU,-0.14151566667702634,0,0
20,13,14,always remote-sim,remote-sim,-0.19941851249694675,0,0
20,13,14,always local-sim,local-sim,-6.790179153630116,1,0
20,13,14,always fallback,fallback,-0.1950264391685985,0,0
20,13,15,P1,fallback,-0.19183868577487048,0,0
20,13,15,utility-only,fallback,-0.19183868577487048,0,0
20,13,15,logged-IPW,remote-sim,-0.2034348173847485,0,0
20,13,15,LinUCB,remote-sim,-0.2034348173847485,0,0
20,13,15,Pareto,remote-sim,-0.2034348173847485,0,0
20,13,15,oracle,fallback,-0.19183868577487048,0,0
20,13,15,train-selected fixed,fallback,-0.19183868577487048,0,0
20,13,15,always invoke-QPU,invoke-QPU,-0.19531899811226833,0,0
20,13,15,always remote-sim,remote-sim,-0.2034348173847485,0,0
20,13,15,always local-sim,local-sim,-7.527641599844831,1,0
20,13,15,always fallback,fallback,-0.19183868577487048,0,0
20,13,16,P1,fallback,-0.20659883258718284,0,0
20,13,16,utility-only,fallback,-0.20659883258718284,0,0
20,13,16,logged-IPW,fallback,-0.20659883258718284,0,0
20,13,16,LinUCB,fallback,-0.20659883258718284,0,0
20,13,16,Pareto,fallback,-0.20659883258718284,0,0
20,13,16,oracle,fallback,-0.20659883258718284,0,0
20,13,16,train-selected fixed,fallback,-0.20659883258718284,0,0
20,13,16,always invoke-QPU,invoke-QPU,-7.914112217602032,1,1
20,13,16,always remote-sim,remote-sim,-23.880347204633246,1,1
20,13,16,always local-sim,local-sim,-6.1200739604567,1,0
20,13,16,always fallback,fallback,-0.20659883258718284,0,0
20,13,17,P1,invoke-QPU,-0.11669335094743705,0,0
20,13,17,utility-only,invoke-QPU,-0.11669335094743705,0,0
20,13,17,logged-IPW,invoke-QPU,-0.11669335094743705,0,0
20,13,17,LinUCB,invoke-QPU,-0.11669335094743705,0,0
20,13,17,Pareto,remote-sim,-0.16262643330391574,0,0
20,13,17,oracle,invoke-QPU,-0.11669335094743705,0,0
20,13,17,train-selected fixed,fallback,-0.21079875148452304,0,0
20,13,17,always invoke-QPU,invoke-QPU,-0.11669335094743705,0,0
20,13,17,always remote-sim,remote-sim,-0.16262643330391574,0,0
20,13,17,always local-sim,local-sim,-5.6180738220893325,1,0
20,13,17,always fallback,fallback,-0.21079875148452304,0,0
20,13,18,P1,fallback,-0.21788588144372067,0,0
20,13,18,utility-only,fallback,-0.21788588144372067,0,0
20,13,18,logged-IPW,fallback,-0.21788588144372067,0,0
20,13,18,LinUCB,fallback,-0.21788588144372067,0,0
20,13,18,Pareto,invoke-QPU,-2.551821538540774,1,0
20,13,18,oracle,fallback,-0.21788588144372067,0,0
20,13,18,train-selected fixed,fallback,-0.21788588144372067,0,0
20,13,18,always invoke-QPU,invoke-QPU,-2.551821538540774,1,0
20,13,18,always remote-sim,remote-sim,-11.142822622704157,1,1
20,13,18,always local-sim,local-sim,-8.5623439236994,1,0
20,13,18,always fallback,fallback,-0.21788588144372067,0,0
20,13,19,P1,fallback,-0.21382334300699266,0,0
20,13,19,utility-only,fallback,-0.21382334300699266,0,0
20,13,19,logged-IPW,fallback,-0.21382334300699266,0,0
20,13,19,LinUCB,fallback,-0.21382334300699266,0,0
20,13,19,Pareto,remote-sim,-0.26343400549792295,0,0
20,13,19,oracle,fallback,-0.21382334300699266,0,0
20,13,19,train-selected fixed,fallback,-0.21382334300699266,0,0
20,13,19,always invoke-QPU,invoke-QPU,-2.270865524077363,1,0
20,13,19,always remote-sim,remote-sim,-0.26343400549792295,0,0
20,13,19,always local-sim,local-sim,-8.95500993740828,1,0
20,13,19,always fallback,fallback,-0.21382334300699266,0,0
20,13,20,P1,fallback,-0.2128902851860758,0,0
20,13,20,utility-only,fallback,-0.2128902851860758,0,0
20,13,20,logged-IPW,fallback,-0.2128902851860758,0,0
20,13,20,LinUCB,fallback,-0.2128902851860758,0,0
20,13,20,Pareto,invoke-QPU,-0.14377444535555411,0,0
20,13,20,oracle,invoke-QPU,-0.14377444535555411,0,0
20,13,20,train-selected fixed,fallback,-0.2128902851860758,0,0
20,13,20,always invoke-QPU,invoke-QPU,-0.14377444535555411,0,0
20,13,20,always remote-sim,remote-sim,-0.35197323480233644,0,0
20,13,20,always local-sim,local-sim,-4.998016500622887,1,0
20,13,20,always fallback,fallback,-0.2128902851860758,0,0
20,13,21,P1,invoke-QPU,-0.1467568546972248,0,0
20,13,21,utility-only,invoke-QPU,-0.1467568546972248,0,0
20,13,21,logged-IPW,fallback,-0.19563498031400062,0,0
20,13,21,LinUCB,fallback,-0.19563498031400062,0,0
20,13,21,Pareto,remote-sim,-0.3010122873693529,0,0
20,13,21,oracle,invoke-QPU,-0.1467568546972248,0,0
20,13,21,train-selected fixed,fallback,-0.19563498031400062,0,0
20,13,21,always invoke-QPU,invoke-QPU,-0.1467568546972248,0,0
20,13,21,always remote-sim,remote-sim,-0.3010122873693529,0,0
20,13,21,always local-sim,local-sim,-8.097776339578,1,0
20,13,21,always fallback,fallback,-0.19563498031400062,0,0
20,13,22,P1,fallback,-0.21580080692720216,0,0
20,13,22,utility-only,fallback,-0.21580080692720216,0,0
20,13,22,logged-IPW,fallback,-0.21580080692720216,0,0
20,13,22,LinUCB,fallback,-0.21580080692720216,0,0
20,13,22,Pareto,invoke-QPU,-7.399854898825113,1,1
20,13,22,oracle,fallback,-0.21580080692720216,0,0
20,13,22,train-selected fixed,fallback,-0.21580080692720216,0,0
20,13,22,always invoke-QPU,invoke-QPU,-7.399854898825113,1,1
20,13,22,always remote-sim,remote-sim,-8.776262188490072,1,0
20,13,22,always local-sim,local-sim,-5.5830690619664205,1,0
20,13,22,always fallback,fallback,-0.21580080692720216,0,0
20,13,23,P1,fallback,-0.20716257966719084,0,0
20,13,23,utility-only,fallback,-0.20716257966719084,0,0
20,13,23,logged-IPW,fallback,-0.20716257966719084,0,0
20,13,23,LinUCB,fallback,-0.20716257966719084,0,0
20,13,23,Pareto,fallback,-0.20716257966719084,0,0
20,13,23,oracle,fallback,-0.20716257966719084,0,0
20,13,23,train-selected fixed,fallback,-0.20716257966719084,0,0
20,13,23,always invoke-QPU,invoke-QPU,-7.772277588989725,1,1
20,13,23,always remote-sim,remote-sim,-16.509998325666754,1,1
20,13,23,always local-sim,local-sim,-7.049805283588491,1,0
20,13,23,always fallback,fallback,-0.20716257966719084,0,0
20,13,24,P1,remote-sim,-0.185141173593854,0,0
20,13,24,utility-only,remote-sim,-0.185141173593854,0,0
20,13,24,logged-IPW,fallback,-0.20088397345903797,0,0
20,13,24,LinUCB,fallback,-0.20088397345903797,0,0
20,13,24,Pareto,remote-sim,-0.185141173593854,0,0
20,13,24,oracle,remote-sim,-0.185141173593854,0,0
20,13,24,train-selected fixed,fallback,-0.20088397345903797,0,0
20,13,24,always invoke-QPU,invoke-QPU,-0.1893936926883487,0,0
20,13,24,always remote-sim,remote-sim,-0.185141173593854,0,0
20,13,24,always local-sim,local-sim,-8.081828667492559,1,0
20,13,24,always fallback,fallback,-0.20088397345903797,0,0
20,13,25,P1,fallback,-0.20289334490235977,0,0
20,13,25,utility-only,fallback,-0.20289334490235977,0,0
20,13,25,logged-IPW,fallback,-0.20289334490235977,0,0
20,13,25,LinUCB,fallback,-0.20289334490235977,0,0
20,13,25,Pareto,remote-sim,-0.31170418079121487,0,0
20,13,25,oracle,fallback,-0.20289334490235977,0,0
20,13,25,train-selected fixed,fallback,-0.20289334490235977,0,0
20,13,25,always invoke-QPU,invoke-QPU,-2.286154856152684,1,0
20,13,25,always remote-sim,remote-sim,-0.31170418079121487,0,0
20,13,25,always local-sim,local-sim,-9.128273098966401,1,0
20,13,25,always fallback,fallback,-0.20289334490235977,0,0
20,13,26,P1,fallback,-0.21952838997058763,0,0
20,13,26,utility-only,fallback,-0.21952838997058763,0,0
20,13,26,logged-IPW,fallback,-0.21952838997058763,0,0
20,13,26,LinUCB,fallback,-0.21952838997058763,0,0
20,13,26,Pareto,invoke-QPU,-2.671612962527301,1,0
20,13,26,oracle,fallback,-0.21952838997058763,0,0
20,13,26,train-selected fixed,fallback,-0.21952838997058763,0,0
20,13,26,always invoke-QPU,invoke-QPU,-2.671612962527301,1,0
20,13,26,always remote-sim,remote-sim,-5.949411385414949,1,0
20,13,26,always local-sim,local-sim,-8.935938115368774,1,0
20,13,26,always fallback,fallback,-0.21952838997058763,0,0
20,13,27,P1,invoke-QPU,-0.12062700762935101,0,0
20,13,27,utility-only,invoke-QPU,-0.12062700762935101,0,0
20,13,27,logged-IPW,fallback,-0.20427293664505605,0,0
20,13,27,LinUCB,remote-sim,-0.17728287592736394,0,0
20,13,27,Pareto,remote-sim,-0.17728287592736394,0,0
20,13,27,oracle,invoke-QPU,-0.12062700762935101,0,0
20,13,27,train-selected fixed,fallback,-0.20427293664505605,0,0
20,13,27,always invoke-QPU,invoke-QPU,-0.12062700762935101,0,0
20,13,27,always remote-sim,remote-sim,-0.17728287592736394,0,0
20,13,27,always local-sim,local-sim,-5.562205343347138,1,0
20,13,27,always fallback,fallback,-0.20427293664505605,0,0
20,13,28,P1,invoke-QPU,-0.15425281503777338,0,0
20,13,28,utility-only,invoke-QPU,-0.15425281503777338,0,0
20,13,28,logged-IPW,fallback,-0.20649055890322557,0,0
20,13,28,LinUCB,fallback,-0.20649055890322557,0,0
20,13,28,Pareto,remote-sim,-0.16490117648454966,0,0
20,13,28,oracle,invoke-QPU,-0.15425281503777338,0,0
