Base Station ID,Cell ID,Timestamp,prb_pct,traffic_kbyte,users,minute
12751,12751-1,18:00,92.49000000,111572207.48000000,38.55000000,1080
12751,12751-1,18:30,67.75000000,62993044.81000000,42.23000000,1110
12751,12751-1,19:00,68.83000000,85483218.92000000,40.95000000,1140
12751,12751-1,19:30,65.61000000,84528788.79000001,45.10000000,1170
12751,12751-1,20:00,71.02000000,96872424.59999999,38.01000000,1200
12751,12751-1,20:30,64.94000000,87307264.43000001,34.94000000,1230
12751,12751-1,21:00,59.40000000,69168425.65000001,30.80000000,1260
12751,12751-1,21:30,52.67000000,54590442.09000000,26.89000000,1290
12751,12751-1,22:00,71.04000000,89329160.91000000,23.03000000,1320
12751,12751-1,22:30,64.98000000,81147430.92000000,21.54000000,1350
12751,12751-1,23:00,24.27000000,24383205.59000000,22.79000000,1380
12751,12751-1,23:30,6.83000000,975726.60000000,16.30000000,1410
12751,12751-2,00:00,6.58000000,981467.58000000,14.93000000,0
12751,12751-2,00:30,5.88000000,425244.12000000,11.20000000,30
12751,12751-2,01:00,6.01000000,579211.82000000,12.16000000,60
12751,12751-2,01:30,5.84000000,491031.25000000,10.22000000,90
12751,12751-2,02:00,5.80000000,621281.69000000,9.43000000,120
12751,12751-2,02:30,5.81000000,683350.63000000,9.51000000,150
12751,12751-2,03:00,2.81000000,65998.45000000,1.00000000,180
12751,12751-2,03:30,0.00000000,0.00000000,0.00000000,210
12751,12751-2,04:00,0.00000000,0.00000000,0.00000000,240
12751,12751-2,04:30,0.00000000,0.00000000,0.00000000,270
12751,12751-2,05:00,6.37000000,1058790.61000000,12.97000000,300
12751,12751-2,05:30,5.84000000,625945.60000000,9.96000000,330
12751,12751-2,06:00,6.03000000,603624.87000000,11.73000000,360
12751,12751-2,06:30,6.15000000,583783.91000000,15.42000000,390
12751,12751-2,07:00,7.22000000,1273728.45000000,22.26000000,420
12751,12751-2,07:30,7.89000000,1980688.65000000,24.42000000,450
12751,12751-2,08:00,7.66000000,1452032.05000000,22.39000000,480
12751,12751-2,08:30,8.06000000,1610241.02000000,23.55000000,510
12751,12751-2,09:00,9.80000000,3116029.23000000,30.11000000,540
12751,12751-2,09:30,11.32000000,3453286.10000000,34.56000000,570
12751,12751-2,10:00,9.99000000,2934978.31000000,38.50000000,600
12751,12751-2,10:30,14.56000000,5934428.66000000,48.39000000,630
12751,12751-2,11:00,13.14000000,5313046.76000000,41.00000000,660
12751,12751-2,11:30,9.87000000,3019707.41000000,30.91000000,690
12751,12751-2,12:00,9.63000000,2592980.68000000,27.54000000,720
12751,12751-2,12:30,9.89000000,2954237.52000000,29.22000000,750
12751,12751-2,13:00,9.55000000,2438042.78000000,28.28000000,780
12751,12751-2,13:30,9.32000000,1957981.82000000,28.63000000,810
12751,12751-2,14:00,8.15000000,1233011.74000000,26.75000000,840
12751,12751-2,14:30,7.91000000,1187014.64000000,24.63000000,870
12751,12751-2,15:00,8.89000000,2085873.82000000,25.61000000,900
12751,12751-2,15:30,9.26000000,2707887.06000000,27.26000000,930
12751,12751-2,16:00,8.63000000,2316560.34000000,27.68000000,960
12751,12751-2,16:30,8.76000000,2372910.71000000,26.95000000,990
12751,12751-2,17:00,8.49000000,2003908.00000000,25.50000000,1020
12751,12751-2,17:30,8.91000000,2338964.26000000,26.75000000,1050
12751,12751-2,18:00,8.58000000,2165012.51000000,26.37000000,1080
12751,12751-2,18:30,9.25000000,2529906.80000000,28.24000000,1110
12751,12751-2,19:00,9.46000000,2725734.13000000,34.05000000,1140
12751,12751-2,19:30,10.42000000,3380563.45000000,31.69000000,1170
12751,12751-2,20:00,13.72000000,5840597.70000000,36.53000000,1200
12751,12751-2,20:30,15.75000000,6828184.10000000,39.08000000,1230
12751,12751-2,21:00,14.53000000,6068289.37000000,36.05000000,1260
12751,12751-2,21:30,14.33000000,5855091.95000000,35.10000000,1290
12751,12751-2,22:00,10.76000000,3874378.58000000,31.98000000,1320
12751,12751-2,22:30,12.05000000,4905384.20000000,33.02000000,1350
12751,12751-2,23:00,8.77000000,2916313.42000000,27.55000000,1380
12751,12751-2,23:30,7.29000000,1748011.98000000,22.85000000,1410
12910,12910-1,00:00,8.95000000,2383546.26000000,39.88000000,0
12910,12910-1,00:30,8.33000000,2550573.65000000,30.40000000,30
12910,12910-1,01:00,7.16000000,1281141.76000000,25.92000000,60
12910,12910-1,01:30,7.49000000,1811196.39000000,23.90000000,90
12910,12910-1,02:00,6.02000000,355212.72000000,19.49000000,120
12910,12910-1,02:30,6.63000000,630425.92000000,20.79000000,150
12910,12910-1,03:00,2.91000000,106542.69000000,1.71000000,180
12910,12910-1,03:30,0.00000000,0.00000000,0.00000000,210
12910,12910-1,04:00,0.00000000,0.00000000,0.00000000,240
12910,12910-1,04:30,0.00000000,0.00000000,0.00000000,270
12910,12910-1,05:00,7.12000000,1221969.78000000,19.22000000,300
12910,12910-1,05:30,7.48000000,1599577.08000000,26.06000000,330
12910,12910-1,06:00,8.35000000,2954424.39000000,28.32000000,360
12910,12910-1,06:30,8.38000000,2650718.02000000,35.31000000,390
12910,12910-1,07:00,7.86000000,1779671.50000000,38.04000000,420
12910,12910-1,07:30,8.92000000,2077323.30000000,47.92000000,450
12910,12910-1,08:00,9.61000000,2921556.66000000,51.02000000,480
12910,12910-1,08:30,11.34000000,4439724.68000000,48.11000000,510
12910,12910-1,09:00,10.05000000,3393583.65000000,46.95000000,540
12910,12910-1,09:30,10.55000000,3838955.47000000,47.99000000,570
12910,12910-1,10:00,11.53000000,3972776.42000000,45.31000000,600
12910,12910-1,10:30,36.97000000,13643838.39000000,43.02000000,630
12910,12910-1,11:00,67.67000000,17684243.43000000,43.46000000,660
12910,12910-1,11:30,22.50000000,7470239.02000000,41.45000000,690
12910,12910-1,12:00,19.09000000,5450038.45000000,42.62000000,720
12910,12910-1,12:30,11.32000000,4457785.81000000,40.58000000,750
12910,12910-1,13:00,11.61000000,5537275.86000000,35.37000000,780
12910,12910-1,13:30,12.43000000,6248869.91000000,34.41000000,810
12910,12910-1,14:00,9.62000000,3620673.23000000,27.91000000,840
12910,12910-1,14:30,17.09000000,5636863.43000000,31.70000000,870
12910,12910-1,15:00,32.36000000,8676155.44000000,32.98000000,900
12910,12910-1,15:30,43.73000000,20639193.87000000,34.95000000,930
12910,12910-1,16:00,62.24000000,26677305.98000000,36.76000000,960
12910,12910-1,16:30,90.00000000,38431201.09000000,40.43000000,990
12910,12910-1,17:00,33.98000000,13591846.30000000,43.28000000,1020
12910,12910-1,17:30,35.51000000,15350533.63000000,46.70000000,1050
12910,12910-1,18:00,67.10000000,23975563.70000000,61.16000000,1080
12910,12910-1,18:30,47.28000000,17994452.90000000,56.37000000,1110
